source_index,image_id,snr_db,noise_seed,method,tx_ms,rx_ms,total_ms,header_ok,tx_extra
22,n02106550/ILSVRC2012_val_00014315_n02106550,7,2001,raw_N4084_m8_Dc,56.216584984213114,71.07959600398317,127.29618098819628,1,raw
22,n02106550/ILSVRC2012_val_00014315_n02106550,7,2001,arithmetic_N4084_m8_Dc,118.0103849619627,131.55802700202912,249.56841196399182,1,arithmetic
22,n02106550/ILSVRC2012_val_00014315_n02106550,13,2001,m8_D0,56.09367199940607,60.483479988761246,116.57715198816732,1,base
22,n02106550/ILSVRC2012_val_00014315_n02106550,13,2001,m8_Dc_only,56.0264439554885,59.93244599085301,115.95888994634151,1,base
22,n02106550/ILSVRC2012_val_00014315_n02106550,13,2001,m8_receiver_only_refiner,55.77003402868286,60.334065987262875,116.10410001594573,1,base
22,n02106550/ILSVRC2012_val_00014315_n02106550,13,2001,m8_plus_latent_512,56.85777199687436,60.78229198465124,117.6400639815256,1,enhancement512
22,n02106550/ILSVRC2012_val_00014315_n02106550,13,2001,m8_plus_latent_1024,55.958892044145614,60.6716790352948,116.63057107944041,1,enhancement1024
22,n02106550/ILSVRC2012_val_00014315_n02106550,13,2001,raw_N3060_m8_Dc,55.56906701531261,70.36885403795168,125.93792105326429,1,raw
22,n02106550/ILSVRC2012_val_00014315_n02106550,13,2001,arithmetic_N3060_m8_Dc,117.62688198359683,131.3924239948392,249.01930597843602,1,arithmetic
22,n02106550/ILSVRC2012_val_00014315_n02106550,13,2001,raw_N3060_m9_Dc,55.649347021244466,71.95011299336329,127.59946001460776,1,raw
22,n02106550/ILSVRC2012_val_00014315_n02106550,13,2001,arithmetic_N3060_m9_Dc,118.9718340174295,139.7018840070814,258.6737180245109,1,arithmetic
22,n02106550/ILSVRC2012_val_00014315_n02106550,13,2001,raw_N3572_m8_Dc,55.778794980142266,70.7900170236826,126.56881200382486,1,raw
22,n02106550/ILSVRC2012_val_00014315_n02106550,13,2001,arithmetic_N3572_m8_Dc,118.3530249982141,132.2768459795043,250.62987097771838,1,arithmetic
