method,source_index,snr_db,psnr_db,lpips_alex,dino_cosine
raw_N4084_m9_Dc,91,7,20.262969970703125,0.14502224326133728,0.8175018429756165
raw_N4084_m9_Dc,91,13,20.262969970703125,0.14502224326133728,0.8175018429756165
raw_N4084_m9_Dc,91,19,20.262969970703125,0.14502224326133728,0.8175018429756165
arithmetic_N3060_m7_D0,92,1,16.150333404541016,0.293631116549174,0.8983263373374939
arithmetic_N3060_m7_D0,92,4,16.150333404541016,0.29363112648328143,0.8983263373374939
arithmetic_N3060_m7_D0,92,7,16.150333404541016,0.293631116549174,0.8983263373374939
arithmetic_N3060_m7_D0,92,13,16.150333404541016,0.29363112648328143,0.8983263373374939
arithmetic_N3060_m7_D0,92,19,16.150333404541016,0.293631116549174,0.8983263373374939
arithmetic_N3060_m7_Dc,92,1,17.069265365600586,0.2673030694325765,0.8979204297065735
arithmetic_N3060_m7_Dc,92,4,17.069265365600586,0.2673030694325765,0.8979204297065735
arithmetic_N3060_m7_Dc,92,7,17.069265365600586,0.26730305949846905,0.8979204297065735
arithmetic_N3060_m7_Dc,92,13,17.069265365600586,0.26730305949846905,0.8979204297065735
arithmetic_N3060_m7_Dc,92,19,17.069265365600586,0.2673030694325765,0.8979204297065735
arithmetic_N3060_m8_D0,92,1,12.53766949971517,0.46619488795598346,0.8297297557195028
arithmetic_N3060_m8_D0,92,4,17.016708374023438,0.23204581439495087,0.9245272874832153
arithmetic_N3060_m8_D0,92,7,17.016708374023438,0.23204581439495087,0.9245272874832153
arithmetic_N3060_m8_D0,92,13,17.016708374023438,0.23204581439495087,0.9245272874832153
arithmetic_N3060_m8_D0,92,19,17.016708374023438,0.23204581439495087,0.9245272874832153
arithmetic_N3060_m8_Dc,92,1,13.10566488901774,0.4505987862745921,0.7363548080126444
arithmetic_N3060_m8_Dc,92,4,17.9671573638916,0.21669743955135345,0.8633303642272949
arithmetic_N3060_m8_Dc,92,7,17.9671573638916,0.21669743955135345,0.8633303642272949
arithmetic_N3060_m8_Dc,92,13,17.9671573638916,0.21669743955135345,0.8633303642272949
arithmetic_N3060_m8_Dc,92,19,17.9671573638916,0.21669743955135345,0.8633303642272949
arithmetic_N3060_m9_D0,92,1,8.14777946472168,0.8292525808016459,0.47405461966991425
arithmetic_N3060_m9_D0,92,4,13.619494756062826,0.42662500341733295,0.8632775545120239
arithmetic_N3060_m9_D0,92,7,17.654878616333008,0.19987763464450836,0.9461567997932434
arithmetic_N3060_m9_D0,92,13,17.654878616333008,0.19987763464450836,0.9461567997932434
arithmetic_N3060_m9_D0,92,19,17.654878616333008,0.19987763464450836,0.9461567997932434
arithmetic_N3060_m9_Dc,92,1,8.338834285736084,0.8255536754926046,0.4248931010564168
arithmetic_N3060_m9_Dc,92,4,14.232305526733398,0.399444838364919,0.8272040287653605
arithmetic_N3060_m9_Dc,92,7,18.71518898010254,0.17283552885055542,0.9070792198181152
arithmetic_N3060_m9_Dc,92,13,18.71518898010254,0.17283552885055542,0.9070792198181152
arithmetic_N3060_m9_Dc,92,19,18.71518898010254,0.17283552885055542,0.9070792198181152
arithmetic_N3572_m7_D0,92,1,16.150333404541016,0.293631116549174,0.8983263373374939
arithmetic_N3572_m7_D0,92,4,16.150333404541016,0.29363112648328143,0.8983263373374939
arithmetic_N3572_m7_D0,92,7,16.150333404541016,0.293631116549174,0.8983263373374939
arithmetic_N3572_m7_D0,92,13,16.150333404541016,0.29363112648328143,0.8983263373374939
arithmetic_N3572_m7_D0,92,19,16.150333404541016,0.293631116549174,0.8983263373374939
arithmetic_N3572_m7_Dc,92,1,17.069265365600586,0.26730305949846905,0.8979204297065735
arithmetic_N3572_m7_Dc,92,4,17.069265365600586,0.26730305949846905,0.8979204297065735
arithmetic_N3572_m7_Dc,92,7,17.069265365600586,0.2673030694325765,0.8979204297065735
arithmetic_N3572_m7_Dc,92,13,17.069265365600586,0.2673030694325765,0.8979204297065735
arithmetic_N3572_m7_Dc,92,19,17.069265365600586,0.26730305949846905,0.8979204297065735
arithmetic_N3572_m8_D0,92,1,14.743582089742025,0.3507336229085922,0.8815609812736511
arithmetic_N3572_m8_D0,92,4,17.016708374023438,0.23204581439495087,0.9245272874832153
arithmetic_N3572_m8_D0,92,7,17.016708374023438,0.23204581439495087,0.9245272874832153
arithmetic_N3572_m8_D0,92,13,17.016708374023438,0.23204581439495087,0.9245272874832153
arithmetic_N3572_m8_D0,92,19,17.016708374023438,0.23204581439495087,0.9245272874832153
arithmetic_N3572_m8_Dc,92,1,15.505831082661947,0.33609045048554737,0.835641105969747
arithmetic_N3572_m8_Dc,92,4,17.9671573638916,0.21669743955135345,0.8633303642272949
arithmetic_N3572_m8_Dc,92,7,17.9671573638916,0.21669743955135345,0.8633303642272949
arithmetic_N3572_m8_Dc,92,13,17.9671573638916,0.21669743955135345,0.8633303642272949
arithmetic_N3572_m8_Dc,92,19,17.9671573638916,0.21669743955135345,0.8633303642272949
arithmetic_N3572_m9_D0,92,1,8.233134110768637,0.7828948497772217,0.48273878296216327
arithmetic_N3572_m9_D0,92,4,16.582826614379883,0.26786985993385315,0.9230850537618002
arithmetic_N3572_m9_D0,92,7,17.654878616333008,0.19987763464450836,0.9461567997932434
arithmetic_N3572_m9_D0,92,13,17.654878616333008,0.19987763464450836,0.9461567997932434
arithmetic_N3572_m9_D0,92,19,17.654878616333008,0.19987763464450836,0.9461567997932434
arithmetic_N3572_m9_Dc,92,1,8.483182748158773,0.7846773862838745,0.4080358147621155
arithmetic_N3572_m9_Dc,92,4,17.530826568603516,0.24228919545809427,0.8761013348897299
arithmetic_N3572_m9_Dc,92,7,18.71518898010254,0.17283552885055542,0.9070792198181152
arithmetic_N3572_m9_Dc,92,13,18.71518898010254,0.17283552885055542,0.9070792198181152
arithmetic_N3572_m9_Dc,92,19,18.71518898010254,0.17283552885055542,0.9070792198181152
arithmetic_N4084_m7_D0,92,1,16.150333404541016,0.293631116549174,0.8983263373374939
arithmetic_N4084_m7_D0,92,4,16.150333404541016,0.29363112648328143,0.8983263373374939
arithmetic_N4084_m7_D0,92,7,16.150333404541016,0.293631116549174,0.8983263373374939
arithmetic_N4084_m7_D0,92,13,16.150333404541016,0.29363112648328143,0.8983263373374939
arithmetic_N4084_m7_D0,92,19,16.150333404541016,0.293631116549174,0.8983263373374939
arithmetic_N4084_m7_Dc,92,1,17.069265365600586,0.2673030694325765,0.8979204297065735
arithmetic_N4084_m7_Dc,92,4,17.069265365600586,0.2673030694325765,0.8979204297065735
arithmetic_N4084_m7_Dc,92,7,17.069265365600586,0.26730305949846905,0.8979204297065735
arithmetic_N4084_m7_Dc,92,13,17.069265365600586,0.26730305949846905,0.8979204297065735
arithmetic_N4084_m7_Dc,92,19,17.069265365600586,0.2673030694325765,0.8979204297065735
arithmetic_N4084_m8_D0,92,1,17.016708374023438,0.23204581439495087,0.9245272874832153
arithmetic_N4084_m8_D0,92,4,17.016708374023438,0.23204581439495087,0.9245272874832153
arithmetic_N4084_m8_D0,92,7,17.016708374023438,0.23204581439495087,0.9245272874832153
arithmetic_N4084_m8_D0,92,13,17.016708374023438,0.23204581439495087,0.9245272874832153
arithmetic_N4084_m8_D0,92,19,17.016708374023438,0.23204581439495087,0.9245272874832153
arithmetic_N4084_m8_Dc,92,1,17.9671573638916,0.21669743955135345,0.8633303642272949
arithmetic_N4084_m8_Dc,92,4,17.9671573638916,0.21669743955135345,0.8633303642272949
arithmetic_N4084_m8_Dc,92,7,17.9671573638916,0.21669743955135345,0.8633303642272949
arithmetic_N4084_m8_Dc,92,13,17.9671573638916,0.21669743955135345,0.8633303642272949
arithmetic_N4084_m8_Dc,92,19,17.9671573638916,0.21669743955135345,0.8633303642272949
arithmetic_N4084_m9_D0,92,1,11.664581934611002,0.5620928804079691,0.6852179765701294
arithmetic_N4084_m9_D0,92,4,17.654878616333008,0.19987763464450836,0.9461567997932434
arithmetic_N4084_m9_D0,92,7,17.654878616333008,0.19987763464450836,0.9461567997932434
arithmetic_N4084_m9_D0,92,13,17.654878616333008,0.19987763464450836,0.9461567997932434
arithmetic_N4084_m9_D0,92,19,17.654878616333008,0.19987763464450836,0.9461567997932434
arithmetic_N4084_m9_Dc,92,1,12.037009874979654,0.5455112457275391,0.6377740204334259
arithmetic_N4084_m9_Dc,92,4,18.71518898010254,0.17283552885055542,0.9070792198181152
arithmetic_N4084_m9_Dc,92,7,18.71518898010254,0.17283552885055542,0.907079259554545
arithmetic_N4084_m9_Dc,92,13,18.71518898010254,0.17283552885055542,0.9070793390274048
arithmetic_N4084_m9_Dc,92,19,18.71518898010254,0.17283552885055542,0.9070793390274048
m8_D0,92,1,14.196083704630533,0.41277311245600384,0.6489521265029907
m8_D0,92,4,17.016708374023438,0.23204581439495087,0.9245272874832153
m8_D0,92,7,17.016708374023438,0.23204581439495087,0.9245272874832153
m8_D0,92,13,17.016708374023438,0.23204581439495087,0.9245272874832153
m8_D0,92,19,17.016708374023438,0.23204581439495087,0.9245272874832153
m8_Dc_only,92,1,14.526211102803549,0.40737399458885193,0.5851601858933767
m8_Dc_only,92,4,17.9671573638916,0.21669743955135345,0.8633303642272949
m8_Dc_only,92,7,17.9671573638916,0.21669743955135345,0.8633303642272949
m8_Dc_only,92,13,17.9671573638916,0.21669743955135345,0.8633303642272949
m8_Dc_only,92,19,17.9671573638916,0.21669743955135345,0.8633303642272949
m8_plus_latent_1024,92,1,17.0984369913737,0.2882148027420044,0.6691523392995199
m8_plus_latent_1024,92,4,19.03498140970866,0.16916091243426004,0.9051615198453268
m8_plus_latent_1024,92,7,19.249255498250324,0.1582708458105723,0.9138227303822836
m8_plus_latent_1024,92,13,19.483895619710285,0.14769248167673746,0.9177153905232748
m8_plus_latent_1024,92,19,19.552868525187176,0.14472308258215585,0.9189961751302084
m8_plus_latent_512,92,1,16.763317743937176,0.3535159130891164,0.5958129465579987
m8_plus_latent_512,92,4,18.737435658772785,0.19143503407637277,0.8911214669545492
m8_plus_latent_512,92,7,18.859458287556965,0.18607291082541147,0.8887218634287516
m8_plus_latent_512,92,13,18.990982055664062,0.18120049436887106,0.8850471377372742
m8_plus_latent_512,92,19,19.0285587310791,0.1801584412654241,0.8851112922032675
m8_receiver_only_refiner,92,1,14.980018615722656,0.40831413865089417,0.46355634927749634
m8_receiver_only_refiner,92,4,18.07521629333496,0.21655341982841492,0.8537442088127136
m8_receiver_only_refiner,92,7,18.074520111083984,0.21650725603103638,0.8538790941238403
m8_receiver_only_refiner,92,13,18.073713302612305,0.21642975012461343,0.8539220094680786
m8_receiver_only_refiner,92,19,18.073532104492188,0.21637621521949768,0.8537214994430542
raw_N3060_m7_D0,92,1,16.12538210550944,0.29369688034057617,0.8977036078770956
raw_N3060_m7_D0,92,4,16.150333404541016,0.29363112648328143,0.8983263373374939
raw_N3060_m7_D0,92,7,16.150333404541016,0.293631116549174,0.8983263373374939
raw_N3060_m7_D0,92,13,16.150333404541016,0.29363112648328143,0.8983263373374939
raw_N3060_m7_D0,92,19,16.150333404541016,0.293631116549174,0.8983263373374939
raw_N3060_m7_Dc,92,1,17.00674565633138,0.26955082019170123,0.893700917561849
raw_N3060_m7_Dc,92,4,17.069265365600586,0.26730305949846905,0.8979204297065735
raw_N3060_m7_Dc,92,7,17.069265365600586,0.2673030694325765,0.8979204297065735
raw_N3060_m7_Dc,92,13,17.069265365600586,0.2673030694325765,0.8979204297065735
raw_N3060_m7_Dc,92,19,17.069265365600586,0.26730305949846905,0.8979204297065735
raw_N3060_m8_D0,92,1,14.196083704630533,0.41277311245600384,0.6489521265029907
raw_N3060_m8_D0,92,4,17.016708374023438,0.23204581439495087,0.9245272874832153
raw_N3060_m8_D0,92,7,17.016708374023438,0.23204581439495087,0.9245272874832153
raw_N3060_m8_D0,92,13,17.016708374023438,0.23204581439495087,0.9245272874832153
raw_N3060_m8_D0,92,19,17.016708374023438,0.23204581439495087,0.9245272874832153
raw_N3060_m8_Dc,92,1,14.526211102803549,0.40737399458885193,0.5851601858933767
raw_N3060_m8_Dc,92,4,17.9671573638916,0.21669743955135345,0.8633303642272949
raw_N3060_m8_Dc,92,7,17.9671573638916,0.21669743955135345,0.8633303642272949
raw_N3060_m8_Dc,92,13,17.9671573638916,0.21669743955135345,0.8633303642272949
raw_N3060_m8_Dc,92,19,17.9671573638916,0.21669743955135345,0.8633303642272949
raw_N3060_m9_D0,92,1,8.751675287882486,0.7772510846455892,-0.009466023494799932
raw_N3060_m9_D0,92,4,9.590797742207846,0.7020330627759298,0.08455534155170123
raw_N3060_m9_D0,92,7,17.605018615722656,0.20366458594799042,0.9440723657608032
raw_N3060_m9_D0,92,13,17.654878616333008,0.19987763464450836,0.9461567997932434
raw_N3060_m9_D0,92,19,17.654878616333008,0.19987763464450836,0.9461567997932434
raw_N3060_m9_Dc,92,1,8.87411912282308,0.7806107799212137,-0.04138901953895887
raw_N3060_m9_Dc,92,4,9.706543604532877,0.7007315754890442,0.059260485072930656
raw_N3060_m9_Dc,92,7,18.663337071736652,0.17770002285639444,0.9044906695683798
raw_N3060_m9_Dc,92,13,18.71518898010254,0.17283552885055542,0.9070792198181152
raw_N3060_m9_Dc,92,19,18.71518898010254,0.17283552885055542,0.9070792198181152
raw_N3572_m7_D0,92,1,16.150333404541016,0.293631116549174,0.8983263373374939
raw_N3572_m7_D0,92,4,16.150333404541016,0.29363112648328143,0.8983263373374939
raw_N3572_m7_D0,92,7,16.150333404541016,0.293631116549174,0.8983263373374939
raw_N3572_m7_D0,92,13,16.150333404541016,0.29363112648328143,0.8983263373374939
raw_N3572_m7_D0,92,19,16.150333404541016,0.293631116549174,0.8983263373374939
raw_N3572_m7_Dc,92,1,17.069265365600586,0.2673030694325765,0.8979204297065735
raw_N3572_m7_Dc,92,4,17.069265365600586,0.2673030694325765,0.8979204297065735
raw_N3572_m7_Dc,92,7,17.069265365600586,0.26730305949846905,0.8979204297065735
raw_N3572_m7_Dc,92,13,17.069265365600586,0.26730305949846905,0.8979204297065735
raw_N3572_m7_Dc,92,19,17.069265365600586,0.2673030694325765,0.8979204297065735
raw_N3572_m8_D0,92,1,16.194174766540527,0.33784480889638263,0.7151068647702535
raw_N3572_m8_D0,92,4,17.016708374023438,0.23204581439495087,0.9245272874832153
raw_N3572_m8_D0,92,7,17.016708374023438,0.23204581439495087,0.9245272874832153
raw_N3572_m8_D0,92,13,17.016708374023438,0.23204581439495087,0.9245272874832153
raw_N3572_m8_D0,92,19,17.016708374023438,0.23204581439495087,0.9245272874832153
raw_N3572_m8_Dc,92,1,16.885643641153973,0.3247376432021459,0.7155548830827078
raw_N3572_m8_Dc,92,4,17.9671573638916,0.21669743955135345,0.8633303642272949
raw_N3572_m8_Dc,92,7,17.9671573638916,0.21669743955135345,0.8633303642272949
raw_N3572_m8_Dc,92,13,17.9671573638916,0.21669743955135345,0.8633303642272949
raw_N3572_m8_Dc,92,19,17.9671573638916,0.21669743955135345,0.8633303642272949
raw_N3572_m9_D0,92,1,8.878740310668945,0.7854021191596985,-0.013691090668241182
raw_N3572_m9_D0,92,4,17.117303212483723,0.25068463881810504,0.9260669946670532
raw_N3572_m9_D0,92,7,17.654878616333008,0.19987763464450836,0.9461567997932434
raw_N3572_m9_D0,92,13,17.654878616333008,0.19987763464450836,0.9461567997932434
raw_N3572_m9_D0,92,19,17.654878616333008,0.19987763464450836,0.9461567997932434
raw_N3572_m9_Dc,92,1,8.936886469523111,0.7779033581415812,-0.00939542024085919
raw_N3572_m9_Dc,92,4,17.85963185628255,0.2377641648054123,0.8506378531455994
raw_N3572_m9_Dc,92,7,18.71518898010254,0.17283552885055542,0.9070792198181152
raw_N3572_m9_Dc,92,13,18.71518898010254,0.17283552885055542,0.9070792198181152
raw_N3572_m9_Dc,92,19,18.71518898010254,0.17283552885055542,0.9070792198181152
raw_N4084_m7_D0,92,1,16.16345151265462,0.29503147800763446,0.8868662714958191
raw_N4084_m7_D0,92,4,16.150333404541016,0.29363112648328143,0.8983263373374939
raw_N4084_m7_D0,92,7,16.150333404541016,0.293631116549174,0.8983263373374939
raw_N4084_m7_D0,92,13,16.150333404541016,0.29363112648328143,0.8983263373374939
raw_N4084_m7_D0,92,19,16.150333404541016,0.293631116549174,0.8983263373374939
raw_N4084_m7_Dc,92,1,17.07410176595052,0.2691371440887451,0.8758699893951416
raw_N4084_m7_Dc,92,4,17.069265365600586,0.26730305949846905,0.8979204297065735
raw_N4084_m7_Dc,92,7,17.069265365600586,0.2673030694325765,0.8979204297065735
raw_N4084_m7_Dc,92,13,17.069265365600586,0.2673030694325765,0.8979204297065735
raw_N4084_m7_Dc,92,19,17.069265365600586,0.26730305949846905,0.8979204297065735
raw_N4084_m8_D0,92,1,16.51482899983724,0.26070238649845123,0.9307284156481425
raw_N4084_m8_D0,92,4,17.016708374023438,0.23204581439495087,0.9245272874832153
raw_N4084_m8_D0,92,7,17.016708374023438,0.23204581439495087,0.9245272874832153
raw_N4084_m8_D0,92,13,17.016708374023438,0.23204581439495087,0.9245272874832153
raw_N4084_m8_D0,92,19,17.016708374023438,0.23204581439495087,0.9245272874832153
raw_N4084_m8_Dc,92,1,17.406309127807617,0.24578549961249033,0.8696708083152771
raw_N4084_m8_Dc,92,4,17.9671573638916,0.21669743955135345,0.8633303642272949
raw_N4084_m8_Dc,92,7,17.9671573638916,0.21669743955135345,0.8633303642272949
raw_N4084_m8_Dc,92,13,17.9671573638916,0.21669743955135345,0.8633303642272949
raw_N4084_m8_Dc,92,19,17.9671573638916,0.21669743955135345,0.8633303642272949
raw_N4084_m9_D0,92,1,9.027880350748697,0.7394171158472697,0.03366810890535513
raw_N4084_m9_D0,92,4,17.666144688924152,0.20189325014750162,0.94147257010142
raw_N4084_m9_D0,92,7,17.654878616333008,0.19987763464450836,0.9461567997932434
raw_N4084_m9_D0,92,13,17.654878616333008,0.19987763464450836,0.9461567997932434
raw_N4084_m9_D0,92,19,17.654878616333008,0.19987763464450836,0.9461567997932434
raw_N4084_m9_Dc,92,1,9.139899889628092,0.7360399961471558,0.0032820270086328187
raw_N4084_m9_Dc,92,4,18.733800252278645,0.17445523540178934,0.8984189430872599
raw_N4084_m9_Dc,92,7,18.71518898010254,0.17283552885055542,0.9070792198181152
raw_N4084_m9_Dc,92,13,18.71518898010254,0.17283552885055542,0.9070792198181152
raw_N4084_m9_Dc,92,19,18.71518898010254,0.17283552885055542,0.9070792198181152
arithmetic_N3060_m7_D0,93,1,19.903339385986328,0.19765072067578635,0.9231296181678772
arithmetic_N3060_m7_D0,93,4,19.903339385986328,0.1976507157087326,0.9231296181678772
arithmetic_N3060_m7_D0,93,7,19.903339385986328,0.19765072067578635,0.9231296181678772
arithmetic_N3060_m7_D0,93,13,19.903339385986328,0.19765072067578635,0.9231296181678772
arithmetic_N3060_m7_D0,93,19,19.903339385986328,0.19765072067578635,0.9231296181678772
arithmetic_N3060_m7_Dc,93,1,20.19521713256836,0.18428996205329895,0.920559823513031
arithmetic_N3060_m7_Dc,93,4,20.19521713256836,0.18428996205329895,0.920559823513031
arithmetic_N3060_m7_Dc,93,7,20.19521713256836,0.18428996205329895,0.920559823513031
arithmetic_N3060_m7_Dc,93,13,20.19521713256836,0.18428996205329895,0.920559823513031
arithmetic_N3060_m7_Dc,93,19,20.19521713256836,0.18428996205329895,0.920559823513031
arithmetic_N3060_m8_D0,93,1,15.937361081441244,0.42551163335641223,0.6323127051194509
arithmetic_N3060_m8_D0,93,4,22.52935028076172,0.13339731097221375,0.9212032556533813
arithmetic_N3060_m8_D0,93,7,22.52935028076172,0.13339731097221375,0.9212032556533813
arithmetic_N3060_m8_D0,93,13,22.52935028076172,0.13339731097221375,0.9212032556533813
arithmetic_N3060_m8_D0,93,19,22.52935028076172,0.13339731097221375,0.9212032556533813
arithmetic_N3060_m8_Dc,93,1,16.27053229014079,0.41514819860458374,0.6541798760493597
arithmetic_N3060_m8_Dc,93,4,22.895397186279297,0.12220264226198196,0.9321004748344421
arithmetic_N3060_m8_Dc,93,7,22.895397186279297,0.1222026397784551,0.9321004748344421
arithmetic_N3060_m8_Dc,93,13,22.895397186279297,0.1222026397784551,0.9321004748344421
arithmetic_N3060_m8_Dc,93,19,22.895397186279297,0.1222026397784551,0.9321004748344421
arithmetic_N3060_m9_D0,93,1,8.686763127644857,0.7166691025098165,0.212652454773585
arithmetic_N3060_m9_D0,93,4,17.34341812133789,0.3154196540514628,0.8821705182393392
arithmetic_N3060_m9_D0,93,7,25.112573623657227,0.07892222702503204,0.9641950130462646
arithmetic_N3060_m9_D0,93,13,25.112573623657227,0.07892222702503204,0.9641950130462646
arithmetic_N3060_m9_D0,93,19,25.112573623657227,0.07892222702503204,0.9641950130462646
arithmetic_N3060_m9_Dc,93,1,8.728458086649576,0.707047700881958,0.2005514254172643
arithmetic_N3060_m9_Dc,93,4,17.572577158610027,0.3063310484091441,0.8764735460281372
arithmetic_N3060_m9_Dc,93,7,25.37742805480957,0.07138000180323918,0.9501428604125977
arithmetic_N3060_m9_Dc,93,13,25.37742805480957,0.07138000180323918,0.9501428604125977
arithmetic_N3060_m9_Dc,93,19,25.37742805480957,0.07138000180323918,0.9501428604125977
arithmetic_N3572_m7_D0,93,1,19.903339385986328,0.19765072067578635,0.9231296181678772
arithmetic_N3572_m7_D0,93,4,19.903339385986328,0.19765072067578635,0.9231296181678772
arithmetic_N3572_m7_D0,93,7,19.903339385986328,0.19765072067578635,0.9231296181678772
arithmetic_N3572_m7_D0,93,13,19.903339385986328,0.1976507157087326,0.9231296181678772
arithmetic_N3572_m7_D0,93,19,19.903339385986328,0.19765072067578635,0.9231296181678772
arithmetic_N3572_m7_Dc,93,1,20.19521713256836,0.18428996205329895,0.920559823513031
arithmetic_N3572_m7_Dc,93,4,20.19521713256836,0.18428996205329895,0.920559823513031
arithmetic_N3572_m7_Dc,93,7,20.19521713256836,0.18428996205329895,0.920559823513031
arithmetic_N3572_m7_Dc,93,13,20.19521713256836,0.18428996205329895,0.920559823513031
arithmetic_N3572_m7_Dc,93,19,20.19521713256836,0.18428996205329895,0.920559823513031
arithmetic_N3572_m8_D0,93,1,17.203945477803547,0.31567417581876117,0.8679113189379374
arithmetic_N3572_m8_D0,93,4,22.52935028076172,0.13339731097221375,0.9212032556533813
arithmetic_N3572_m8_D0,93,7,22.52935028076172,0.13339731097221375,0.9212032556533813
arithmetic_N3572_m8_D0,93,13,22.52935028076172,0.13339731097221375,0.9212032556533813
arithmetic_N3572_m8_D0,93,19,22.52935028076172,0.13339731097221375,0.9212032556533813
arithmetic_N3572_m8_Dc,93,1,17.499162673950195,0.3042200257380803,0.8686088522275289
arithmetic_N3572_m8_Dc,93,4,22.895397186279297,0.1222026397784551,0.9321004748344421
arithmetic_N3572_m8_Dc,93,7,22.895397186279297,0.1222026397784551,0.9321004748344421
arithmetic_N3572_m8_Dc,93,13,22.895397186279297,0.12220264226198196,0.9321004748344421
arithmetic_N3572_m8_Dc,93,19,22.895397186279297,0.1222026397784551,0.9321004748344421
arithmetic_N3572_m9_D0,93,1,12.58679231007894,0.5929830571015676,0.3179003099600474
arithmetic_N3572_m9_D0,93,4,25.112573623657227,0.07892222702503204,0.9641950130462646
arithmetic_N3572_m9_D0,93,7,25.112573623657227,0.07892222702503204,0.9641950130462646
arithmetic_N3572_m9_D0,93,13,25.112573623657227,0.07892222702503204,0.9641950130462646
arithmetic_N3572_m9_D0,93,19,25.112573623657227,0.07892222702503204,0.9641950130462646
arithmetic_N3572_m9_Dc,93,1,12.744204839070639,0.5812171697616577,0.3414222951978445
arithmetic_N3572_m9_Dc,93,4,25.37742805480957,0.07138000180323918,0.9501428604125977
arithmetic_N3572_m9_Dc,93,7,25.37742805480957,0.07138000180323918,0.9501428604125977
arithmetic_N3572_m9_Dc,93,13,25.37742805480957,0.07138000428676605,0.9501428604125977
arithmetic_N3572_m9_Dc,93,19,25.37742805480957,0.07138000180323918,0.9501428604125977
arithmetic_N4084_m7_D0,93,1,19.903339385986328,0.19765072067578635,0.9231296181678772
arithmetic_N4084_m7_D0,93,4,19.903339385986328,0.1976507157087326,0.9231296181678772
arithmetic_N4084_m7_D0,93,7,19.903339385986328,0.19765072067578635,0.9231296181678772
arithmetic_N4084_m7_D0,93,13,19.903339385986328,0.19765072067578635,0.9231296181678772
arithmetic_N4084_m7_D0,93,19,19.903339385986328,0.19765072067578635,0.9231296181678772
arithmetic_N4084_m7_Dc,93,1,20.19521713256836,0.18428996205329895,0.920559823513031
arithmetic_N4084_m7_Dc,93,4,20.19521713256836,0.18428996205329895,0.920559823513031
arithmetic_N4084_m7_Dc,93,7,20.19521713256836,0.18428996205329895,0.920559823513031
arithmetic_N4084_m7_Dc,93,13,20.19521713256836,0.18428996205329895,0.920559823513031
arithmetic_N4084_m7_Dc,93,19,20.19521713256836,0.18428996205329895,0.920559823513031
arithmetic_N4084_m8_D0,93,1,21.1382261912028,0.16888575752576193,0.9131811459859213
arithmetic_N4084_m8_D0,93,4,22.52935028076172,0.13339731097221375,0.9212032556533813
arithmetic_N4084_m8_D0,93,7,22.52935028076172,0.13339731097221375,0.9212032556533813
arithmetic_N4084_m8_D0,93,13,22.52935028076172,0.13339731097221375,0.9212032556533813
arithmetic_N4084_m8_D0,93,19,22.52935028076172,0.13339731097221375,0.9212032556533813
arithmetic_N4084_m8_Dc,93,1,21.497143427530926,0.1582600548863411,0.9174167513847351
arithmetic_N4084_m8_Dc,93,4,22.895397186279297,0.12220264226198196,0.9321004748344421
arithmetic_N4084_m8_Dc,93,7,22.895397186279297,0.1222026397784551,0.9321004748344421
arithmetic_N4084_m8_Dc,93,13,22.895397186279297,0.1222026397784551,0.9321004748344421
arithmetic_N4084_m8_Dc,93,19,22.895397186279297,0.1222026397784551,0.9321004748344421
arithmetic_N4084_m9_D0,93,1,14.453873634338379,0.5036087433497111,0.5838708877563477
arithmetic_N4084_m9_D0,93,4,25.112573623657227,0.07892222702503204,0.9641950130462646
arithmetic_N4084_m9_D0,93,7,25.112573623657227,0.07892222702503204,0.9641950130462646
arithmetic_N4084_m9_D0,93,13,25.112573623657227,0.07892222702503204,0.9641950130462646
arithmetic_N4084_m9_D0,93,19,25.112573623657227,0.07892222702503204,0.9641950130462646
arithmetic_N4084_m9_Dc,93,1,14.614776929219564,0.4949848751227061,0.6356622775395712
arithmetic_N4084_m9_Dc,93,4,25.37742805480957,0.07138000428676605,0.9501428604125977
arithmetic_N4084_m9_Dc,93,7,25.37742805480957,0.07138000180323918,0.9501428604125977
arithmetic_N4084_m9_Dc,93,13,25.37742805480957,0.07138000180323918,0.9501428604125977
arithmetic_N4084_m9_Dc,93,19,25.37742805480957,0.07138000180323918,0.9501428604125977
m8_D0,93,1,17.712323506673176,0.25776491562525433,0.8458474278450012
m8_D0,93,4,22.52935028076172,0.13339731097221375,0.9212032556533813
m8_D0,93,7,22.52935028076172,0.13339731097221375,0.9212032556533813
m8_D0,93,13,22.52935028076172,0.13339731097221375,0.9212032556533813
m8_D0,93,19,22.52935028076172,0.13339731097221375,0.9212032556533813
m8_Dc_only,93,1,17.93635845184326,0.2523548553387324,0.8599313497543335
m8_Dc_only,93,4,22.895397186279297,0.1222026397784551,0.9321004748344421
m8_Dc_only,93,7,22.895397186279297,0.12220264226198196,0.9321004748344421
m8_Dc_only,93,13,22.895397186279297,0.1222026397784551,0.9321004748344421
m8_Dc_only,93,19,22.895397186279297,0.1222026397784551,0.9321004748344421
m8_plus_latent_1024,93,1,21.932233810424805,0.16784838338692984,0.8664104342460632
m8_plus_latent_1024,93,4,25.415475845336914,0.08690128972133,0.9346797466278076
m8_plus_latent_1024,93,7,26.02201271057129,0.08014205346504848,0.9373620351155599
m8_plus_latent_1024,93,13,26.65960693359375,0.07238120337327321,0.9413498441378275
