region,arm,control,metric,difference,ci_low,ci_high,source_images
snr_1,conditioned_spatial_shuffle,conditioned,dino,-0.12173781389991443,-0.14197507266576093,-0.10178750406205654,100
snr_1,conditioned_spatial_shuffle,conditioned,mse,0.016705646369373425,0.01529571287515379,0.018153069047587147,100
snr_4,conditioned,unconditioned,psnr_db,0.43410387357076,0.4012846054236093,0.4673080497582751,100
snr_4,conditioned,unconditioned,lpips,0.006143284607678651,0.004291870556926978,0.008028808990648631,100
snr_4,conditioned,unconditioned,dino,-0.005713383555412293,-0.01119580392042796,-0.0003516475607951517,100
snr_4,conditioned,unconditioned,mse,-0.0010219737943649911,-0.0011902097648999188,-0.0008668383434996937,100
snr_4,conditioned,raw_adaptive,psnr_db,1.726338930130005,1.597594809214274,1.8613409180641178,100
snr_4,conditioned,raw_adaptive,lpips,0.034428200802455344,0.030631340127748742,0.03839216508235162,100
snr_4,conditioned,raw_adaptive,dino,-0.0858304105202357,-0.0999036100556453,-0.07146844950815043,100
snr_4,conditioned,raw_adaptive,mse,-0.0043259228900725455,-0.004923584387989377,-0.0037653424419265328,100
snr_4,conditioned,arithmetic_adaptive,psnr_db,1.7255286121368407,1.5968277707099912,1.8603401956558223,100
snr_4,conditioned,arithmetic_adaptive,lpips,0.034435934703797105,0.030638362557472043,0.03841200455712775,100
snr_4,conditioned,arithmetic_adaptive,dino,-0.08581086575984954,-0.0998964490046104,-0.07146674232681594,100
snr_4,conditioned,arithmetic_adaptive,mse,-0.004324720132816826,-0.0049233917351435875,-0.0037645704083962036,100
snr_4,conditioned,perceptual_deepjscc,psnr_db,-3.0343489011128746,-3.146525805075963,-2.92169390296936,100
snr_4,conditioned,perceptual_deepjscc,lpips,0.013087006881833074,0.0048450449168061195,0.02157462139893323,100
snr_4,conditioned,perceptual_deepjscc,dino,0.24266068264842033,0.21416534271463752,0.27044394676759836,100
snr_4,conditioned,perceptual_deepjscc,mse,0.004643671762566511,0.004063477412467967,0.005271271447908569,100
snr_4,conditioned,raw_m7,psnr_db,3.3154529190063475,3.0942894841829935,3.534594525893529,100
snr_4,conditioned,raw_m7,lpips,-0.022227082662284375,-0.025148955873524153,-0.019304351174893482,100
snr_4,conditioned,raw_m7,dino,-0.04598287105560303,-0.057810798148314156,-0.03412235012153785,100
snr_4,conditioned,raw_m7,mse,-0.009849848529760223,-0.0110182994004725,-0.008710021714222785,100
snr_4,conditioned,raw_m8,psnr_db,1.726338930130005,1.597594809214274,1.8613409180641178,100
snr_4,conditioned,raw_m8,lpips,0.034428200802455344,0.030631340127748742,0.03839216508235162,100
snr_4,conditioned,raw_m8,dino,-0.0858304105202357,-0.0999036100556453,-0.07146844950815043,100
snr_4,conditioned,raw_m8,mse,-0.0043259228900725455,-0.004923584387989377,-0.0037653424419265328,100
snr_4,conditioned,raw_m9,psnr_db,8.93297308286031,8.339484192371367,9.539637738148372,100
snr_4,conditioned,raw_m9,lpips,-0.35225297588855026,-0.3721048563352476,-0.3330972337791076,100
snr_4,conditioned,raw_m9,dino,0.6468614923239996,0.6188005852662026,0.6744116033322644,100
snr_4,conditioned,raw_m9,mse,-0.05601925257053447,-0.06101869842160458,-0.051167666953114754,100
snr_4,unconditioned,raw_adaptive,psnr_db,1.292235056559245,1.1755691505273183,1.4150168333848319,100
snr_4,unconditioned,raw_adaptive,lpips,0.0282849161947767,0.024890075259221097,0.031756365119169155,100
snr_4,unconditioned,raw_adaptive,dino,-0.0801170269648234,-0.09289221026500065,-0.06734540328880151,100
snr_4,unconditioned,raw_adaptive,mse,-0.0033039490957075556,-0.003763560130962321,-0.0028702497087059885,100
snr_4,unconditioned,arithmetic_adaptive,psnr_db,1.2914247385660809,1.1747845729986826,1.4139209915002187,100
snr_4,unconditioned,arithmetic_adaptive,lpips,0.028292650096118456,0.024899588818351425,0.03175520036680003,100
snr_4,unconditioned,arithmetic_adaptive,dino,-0.08009748220443726,-0.09289858850340049,-0.06732581247389317,100
snr_4,unconditioned,arithmetic_adaptive,mse,-0.0033027463384518365,-0.0037627472841221467,-0.0028686642682243285,100
snr_4,unconditioned,perceptual_deepjscc,psnr_db,-3.4684527746836347,-3.5945364120006555,-3.3409419801235196,100
snr_4,unconditioned,perceptual_deepjscc,lpips,0.006943722274154422,-0.0018905923546602356,0.015911763995109744,100
snr_4,unconditioned,perceptual_deepjscc,dino,0.2483740662038326,0.21936907909810544,0.2772217933299641,100
snr_4,unconditioned,perceptual_deepjscc,mse,0.005665645556931502,0.0049368564395279495,0.006445663134687166,100
snr_4,conditioned_spatial_shuffle,conditioned,psnr_db,-1.010637826919556,-1.0794920837084454,-0.9424074095884959,100
snr_4,conditioned_spatial_shuffle,conditioned,lpips,0.04631257224828006,0.039042643509184315,0.053835789801242456,100
snr_4,conditioned_spatial_shuffle,conditioned,dino,-0.04965431213378907,-0.06218376725912094,-0.03736909774939221,100
snr_4,conditioned_spatial_shuffle,conditioned,mse,0.0023551986166664087,0.002043685534464506,0.0026856798209143255,100
snr_7,conditioned,unconditioned,psnr_db,0.3986270650227864,0.36541956114769,0.43184716963768,100
snr_7,conditioned,unconditioned,lpips,0.005539846600343784,0.0037620604579957826,0.007422168423266457,100
snr_7,conditioned,unconditioned,dino,-0.004907344579696656,-0.010466787243882817,0.0005504334121942406,100
snr_7,conditioned,unconditioned,mse,-0.0008657874413377912,-0.001011785443324091,-0.0007310463674269462,100
snr_7,conditioned,raw_adaptive,psnr_db,0.5984937000274658,0.46107829793294286,0.7369416996637979,100
