method,source_id,repeat,tx_ms,rx_ms,total_ms
token-efficiency-digital-v1/arithmetic/QPSK/N2048/m6,n01943899/ILSVRC2012_val_00005706_n01943899,1,175.97762297373265,131.34450907818973,307.3221320519224
token-efficiency-digital-v1/arithmetic/QPSK/N2048/m6,n01943899/ILSVRC2012_val_00005706_n01943899,2,174.81582099571824,133.7397089228034,308.55552991852164
token-efficiency-digital-v1/arithmetic/QPSK/N2048/m7,n01943899/ILSVRC2012_val_00005706_n01943899,0,173.4603130025789,138.16143793519586,311.6217509377748
token-efficiency-digital-v1/arithmetic/QPSK/N2048/m7,n01943899/ILSVRC2012_val_00005706_n01943899,1,173.9562270231545,137.61248905211687,311.56871607527137
token-efficiency-digital-v1/arithmetic/QPSK/N2048/m7,n01943899/ILSVRC2012_val_00005706_n01943899,2,174.09285495523363,137.81952392309904,311.9123788783327
token-efficiency-digital-v1/arithmetic/QPSK/N2048/m8,n01943899/ILSVRC2012_val_00005706_n01943899,0,173.81966195534915,147.36849896144122,321.18816091679037
token-efficiency-digital-v1/arithmetic/QPSK/N2048/m8,n01943899/ILSVRC2012_val_00005706_n01943899,1,173.2761369785294,147.93801598716527,321.21415296569467
token-efficiency-digital-v1/arithmetic/QPSK/N2048/m8,n01943899/ILSVRC2012_val_00005706_n01943899,2,175.94675696454942,147.7181810187176,323.664937983267
token-efficiency-digital-v1/arithmetic/QPSK/N2048/m9,n01943899/ILSVRC2012_val_00005706_n01943899,0,172.9537780629471,147.14600995648652,320.0997880194336
token-efficiency-digital-v1/arithmetic/QPSK/N2048/m9,n01943899/ILSVRC2012_val_00005706_n01943899,1,173.93386003095657,147.8724719490856,321.80633198004216
token-efficiency-digital-v1/arithmetic/QPSK/N2048/m9,n01943899/ILSVRC2012_val_00005706_n01943899,2,173.66250604391098,147.99883391242474,321.6613399563357
token-efficiency-digital-v1/arithmetic/QPSK/N2048/m10,n01943899/ILSVRC2012_val_00005706_n01943899,0,172.32683405745775,147.1281589474529,319.45499300491065
token-efficiency-digital-v1/arithmetic/QPSK/N2048/m10,n01943899/ILSVRC2012_val_00005706_n01943899,1,173.0088460026309,147.11254299618304,320.1213889988139
token-efficiency-digital-v1/arithmetic/QPSK/N2048/m10,n01943899/ILSVRC2012_val_00005706_n01943899,2,172.44811507407576,147.31435209978372,319.7624671738595
token-efficiency-digital-v1/arithmetic/QPSK/N3060/m6,n01943899/ILSVRC2012_val_00005706_n01943899,0,171.35122790932655,132.29298894293606,303.6442168522626
token-efficiency-digital-v1/arithmetic/QPSK/N3060/m6,n01943899/ILSVRC2012_val_00005706_n01943899,1,174.84209698159248,131.09569600783288,305.93779298942536
token-efficiency-digital-v1/arithmetic/QPSK/N3060/m6,n01943899/ILSVRC2012_val_00005706_n01943899,2,175.01264496240765,131.89328799489886,306.9059329573065
token-efficiency-digital-v1/arithmetic/QPSK/N3060/m7,n01943899/ILSVRC2012_val_00005706_n01943899,0,174.06526196282357,138.18461704067886,312.24987900350243
token-efficiency-digital-v1/arithmetic/QPSK/N3060/m7,n01943899/ILSVRC2012_val_00005706_n01943899,1,174.60703395772725,137.6556089380756,312.26264289580286
token-efficiency-digital-v1/arithmetic/QPSK/N3060/m7,n01943899/ILSVRC2012_val_00005706_n01943899,2,174.00535894557834,137.53946498036385,311.5448239259422
token-efficiency-digital-v1/arithmetic/QPSK/N3060/m8,n01943899/ILSVRC2012_val_00005706_n01943899,0,173.3263289788738,146.4301060186699,319.7564349975437
