method,source_index,image_id,snr_db,seed,N,E,header_ok,body_crc_ok,norm_control_ok,norm_code,psnr_db,lpips_alex,dino_cosine
residual,40,n02788148/ILSVRC2012_val_00012264_n02788148,7.0,2003,4084,8168,1,1,True,119,21.577041625976562,0.151682510972023,0.9495058059692383
source,40,n02788148/ILSVRC2012_val_00012264_n02788148,13.0,2001,4084,8168,1,1,True,150,21.73771858215332,0.14705684781074524,0.949394166469574
residual,40,n02788148/ILSVRC2012_val_00012264_n02788148,13.0,2001,4084,8168,1,1,True,119,21.772464752197266,0.14581063389778137,0.9500842094421387
source,40,n02788148/ILSVRC2012_val_00012264_n02788148,13.0,2002,4084,8168,1,1,True,150,21.75653648376465,0.14833921194076538,0.9507187008857727
residual,40,n02788148/ILSVRC2012_val_00012264_n02788148,13.0,2002,4084,8168,1,1,True,119,21.78844451904297,0.1469200849533081,0.9519344568252563
source,40,n02788148/ILSVRC2012_val_00012264_n02788148,13.0,2003,4084,8168,1,1,True,150,21.732269287109375,0.146668940782547,0.9523565173149109
residual,40,n02788148/ILSVRC2012_val_00012264_n02788148,13.0,2003,4084,8168,1,1,True,119,21.767168045043945,0.1456109881401062,0.952643096446991
source,40,n02788148/ILSVRC2012_val_00012264_n02788148,19.0,2001,4084,8168,1,1,True,150,21.822391510009766,0.1443086862564087,0.9516475200653076
residual,40,n02788148/ILSVRC2012_val_00012264_n02788148,19.0,2001,4084,8168,1,1,True,119,21.835363388061523,0.143936887383461,0.9521492719650269
source,40,n02788148/ILSVRC2012_val_00012264_n02788148,19.0,2002,4084,8168,1,1,True,150,21.831634521484375,0.14500708878040314,0.9545598030090332
residual,40,n02788148/ILSVRC2012_val_00012264_n02788148,19.0,2002,4084,8168,1,1,True,119,21.842655181884766,0.14459989964962006,0.9546515941619873
source,40,n02788148/ILSVRC2012_val_00012264_n02788148,19.0,2003,4084,8168,1,1,True,150,21.818679809570312,0.14433231949806213,0.9531912207603455
residual,40,n02788148/ILSVRC2012_val_00012264_n02788148,19.0,2003,4084,8168,1,1,True,119,21.83176040649414,0.144022136926651,0.9534164667129517
source,41,n02834397/ILSVRC2012_val_00010741_n02834397,1.0,2001,4084,8168,1,0,True,125,19.328643798828125,0.17995977401733398,0.8474797010421753
residual,41,n02834397/ILSVRC2012_val_00010741_n02834397,1.0,2001,4084,8168,1,0,True,90,18.72416877746582,0.196824848651886,0.8273801803588867
source,41,n02834397/ILSVRC2012_val_00010741_n02834397,1.0,2002,4084,8168,1,0,True,125,20.880983352661133,0.17050185799598694,0.8964337110519409
residual,41,n02834397/ILSVRC2012_val_00010741_n02834397,1.0,2002,4084,8168,1,0,True,90,20.45553207397461,0.18313561379909515,0.8909240961074829
source,41,n02834397/ILSVRC2012_val_00010741_n02834397,1.0,2003,4084,8168,1,0,False,0,18.584461212158203,0.23528927564620972,0.7326633930206299
residual,41,n02834397/ILSVRC2012_val_00010741_n02834397,1.0,2003,4084,8168,1,0,True,90,18.620147705078125,0.21903692185878754,0.7786511182785034
source,41,n02834397/ILSVRC2012_val_00010741_n02834397,4.0,2001,4084,8168,1,1,True,125,23.308319091796875,0.10112451016902924,0.9385188221931458
residual,41,n02834397/ILSVRC2012_val_00010741_n02834397,4.0,2001,4084,8168,1,1,True,90,23.396987915039062,0.09929388016462326,0.9394314289093018
source,41,n02834397/ILSVRC2012_val_00010741_n02834397,4.0,2002,4084,8168,1,1,True,125,23.325321197509766,0.09835085272789001,0.9355276823043823
residual,41,n02834397/ILSVRC2012_val_00010741_n02834397,4.0,2002,4084,8168,1,1,True,90,23.421297073364258,0.096950002014637,0.9373775720596313
source,41,n02834397/ILSVRC2012_val_00010741_n02834397,4.0,2003,4084,8168,1,1,True,125,23.24884033203125,0.10261145979166031,0.939735472202301
residual,41,n02834397/ILSVRC2012_val_00010741_n02834397,4.0,2003,4084,8168,1,1,True,90,23.343637466430664,0.10046101361513138,0.9406298398971558
source,41,n02834397/ILSVRC2012_val_00010741_n02834397,7.0,2001,4084,8168,1,1,True,125,23.46495819091797,0.09791911393404007,0.9403055906295776
residual,41,n02834397/ILSVRC2012_val_00010741_n02834397,7.0,2001,4084,8168,1,1,True,90,23.528160095214844,0.09690599143505096,0.94142085313797
source,41,n02834397/ILSVRC2012_val_00010741_n02834397,7.0,2002,4084,8168,1,1,True,125,23.49462127685547,0.09592950344085693,0.9387233257293701
residual,41,n02834397/ILSVRC2012_val_00010741_n02834397,7.0,2002,4084,8168,1,1,True,90,23.559280395507812,0.09510841220617294,0.9397523403167725
source,41,n02834397/ILSVRC2012_val_00010741_n02834397,7.0,2003,4084,8168,1,1,True,125,23.413679122924805,0.0989166796207428,0.9419987201690674
residual,41,n02834397/ILSVRC2012_val_00010741_n02834397,7.0,2003,4084,8168,1,1,True,90,23.486629486083984,0.09740656614303589,0.9424998760223389
source,41,n02834397/ILSVRC2012_val_00010741_n02834397,13.0,2001,4084,8168,1,1,True,125,23.63499641418457,0.09494251757860184,0.9428263306617737
residual,41,n02834397/ILSVRC2012_val_00010741_n02834397,13.0,2001,4084,8168,1,1,True,90,23.655073165893555,0.09454798698425293,0.9430102109909058
source,41,n02834397/ILSVRC2012_val_00010741_n02834397,13.0,2002,4084,8168,1,1,True,125,23.662960052490234,0.09372934699058533,0.9419771432876587
residual,41,n02834397/ILSVRC2012_val_00010741_n02834397,13.0,2002,4084,8168,1,1,True,90,23.67974281311035,0.0936017632484436,0.942354142665863
source,41,n02834397/ILSVRC2012_val_00010741_n02834397,13.0,2003,4084,8168,1,1,True,125,23.610849380493164,0.09551683068275452,0.943345308303833
residual,41,n02834397/ILSVRC2012_val_00010741_n02834397,13.0,2003,4084,8168,1,1,True,90,23.636993408203125,0.09516653418540955,0.9434007406234741
source,41,n02834397/ILSVRC2012_val_00010741_n02834397,19.0,2001,4084,8168,1,1,True,125,23.68770980834961,0.09378454089164734,0.9433797597885132
residual,41,n02834397/ILSVRC2012_val_00010741_n02834397,19.0,2001,4084,8168,1,1,True,90,23.692218780517578,0.09372131526470184,0.9433314800262451
source,41,n02834397/ILSVRC2012_val_00010741_n02834397,19.0,2002,4084,8168,1,1,True,125,23.705129623413086,0.0932387262582779,0.9430496692657471
residual,41,n02834397/ILSVRC2012_val_00010741_n02834397,19.0,2002,4084,8168,1,1,True,90,23.706523895263672,0.09327257424592972,0.9430458545684814
source,41,n02834397/ILSVRC2012_val_00010741_n02834397,19.0,2003,4084,8168,1,1,True,125,23.678016662597656,0.09443763643503189,0.9434321522712708
residual,41,n02834397/ILSVRC2012_val_00010741_n02834397,19.0,2003,4084,8168,1,1,True,90,23.684539794921875,0.09427819401025772,0.94324791431427
source,42,n02841315/ILSVRC2012_val_00014601_n02841315,1.0,2001,4084,8168,1,0,True,156,17.948596954345703,0.21102352440357208,0.845818042755127
residual,42,n02841315/ILSVRC2012_val_00014601_n02841315,1.0,2001,4084,8168,1,0,True,126,17.57939338684082,0.22326666116714478,0.7998812794685364
source,42,n02841315/ILSVRC2012_val_00014601_n02841315,1.0,2002,4084,8168,1,0,True,156,17.200759887695312,0.2586170732975006,0.7901111841201782
residual,42,n02841315/ILSVRC2012_val_00014601_n02841315,1.0,2002,4084,8168,1,0,True,126,16.922714233398438,0.27741941809654236,0.7661271095275879
source,42,n02841315/ILSVRC2012_val_00014601_n02841315,1.0,2003,4084,8168,1,0,True,156,17.003393173217773,0.2319365292787552,0.8152685761451721
residual,42,n02841315/ILSVRC2012_val_00014601_n02841315,1.0,2003,4084,8168,1,0,True,126,16.600814819335938,0.2385719269514084,0.8075428605079651
source,42,n02841315/ILSVRC2012_val_00014601_n02841315,4.0,2001,4084,8168,1,1,True,156,19.363954544067383,0.15776289999485016,0.9115800261497498
residual,42,n02841315/ILSVRC2012_val_00014601_n02841315,4.0,2001,4084,8168,1,1,True,126,19.454769134521484,0.15463818609714508,0.9153627157211304
source,42,n02841315/ILSVRC2012_val_00014601_n02841315,4.0,2002,4084,8168,1,1,True,156,19.51881980895996,0.15835875272750854,0.9248159527778625
residual,42,n02841315/ILSVRC2012_val_00014601_n02841315,4.0,2002,4084,8168,1,1,True,126,19.59876823425293,0.15509936213493347,0.9242467880249023
source,42,n02841315/ILSVRC2012_val_00014601_n02841315,4.0,2003,4084,8168,1,1,True,156,19.329513549804688,0.15865786373615265,0.9132175445556641
residual,42,n02841315/ILSVRC2012_val_00014601_n02841315,4.0,2003,4084,8168,1,1,True,126,19.424352645874023,0.15575161576271057,0.9148759841918945
source,42,n02841315/ILSVRC2012_val_00014601_n02841315,7.0,2001,4084,8168,1,1,True,156,19.529306411743164,0.15223923325538635,0.9187846779823303
residual,42,n02841315/ILSVRC2012_val_00014601_n02841315,7.0,2001,4084,8168,1,1,True,126,19.59540557861328,0.15021951496601105,0.9215946197509766
source,42,n02841315/ILSVRC2012_val_00014601_n02841315,7.0,2002,4084,8168,1,1,True,156,19.666154861450195,0.15227839350700378,0.9231559038162231
residual,42,n02841315/ILSVRC2012_val_00014601_n02841315,7.0,2002,4084,8168,1,1,True,126,19.72871208190918,0.15011286735534668,0.9224127531051636
source,42,n02841315/ILSVRC2012_val_00014601_n02841315,7.0,2003,4084,8168,1,1,True,156,19.50116539001465,0.15279443562030792,0.9149488210678101
residual,42,n02841315/ILSVRC2012_val_00014601_n02841315,7.0,2003,4084,8168,1,1,True,126,19.576562881469727,0.15063269436359406,0.9157025814056396
source,42,n02841315/ILSVRC2012_val_00014601_n02841315,13.0,2001,4084,8168,1,1,True,156,19.742839813232422,0.14826847612857819,0.9241912364959717
residual,42,n02841315/ILSVRC2012_val_00014601_n02841315,13.0,2001,4084,8168,1,1,True,126,19.77233123779297,0.14757457375526428,0.9229986667633057
source,42,n02841315/ILSVRC2012_val_00014601_n02841315,13.0,2002,4084,8168,1,1,True,156,19.85040855407715,0.14684809744358063,0.9206340909004211
residual,42,n02841315/ILSVRC2012_val_00014601_n02841315,13.0,2002,4084,8168,1,1,True,126,19.86434555053711,0.14602060616016388,0.9200732707977295
source,42,n02841315/ILSVRC2012_val_00014601_n02841315,13.0,2003,4084,8168,1,1,True,156,19.743642807006836,0.14813698828220367,0.9161803722381592
residual,42,n02841315/ILSVRC2012_val_00014601_n02841315,13.0,2003,4084,8168,1,1,True,126,19.77251625061035,0.14733915030956268,0.916680097579956
source,42,n02841315/ILSVRC2012_val_00014601_n02841315,19.0,2001,4084,8168,1,1,True,156,19.804046630859375,0.1458076387643814,0.9210871458053589
residual,42,n02841315/ILSVRC2012_val_00014601_n02841315,19.0,2001,4084,8168,1,1,True,126,19.811765670776367,0.14539185166358948,0.9211074113845825
source,42,n02841315/ILSVRC2012_val_00014601_n02841315,19.0,2002,4084,8168,1,1,True,156,19.86362075805664,0.145084410905838,0.9209536910057068
residual,42,n02841315/ILSVRC2012_val_00014601_n02841315,19.0,2002,4084,8168,1,1,True,126,19.862590789794922,0.1449817568063736,0.9214211702346802
source,42,n02841315/ILSVRC2012_val_00014601_n02841315,19.0,2003,4084,8168,1,1,True,156,19.805198669433594,0.14623109996318817,0.9188379645347595
residual,42,n02841315/ILSVRC2012_val_00014601_n02841315,19.0,2003,4084,8168,1,1,True,126,19.813020706176758,0.14583273231983185,0.9194736480712891
source,43,n02910353/ILSVRC2012_val_00017543_n02910353,1.0,2001,4084,8168,1,0,True,164,16.962034225463867,0.23112237453460693,0.7142952084541321
residual,43,n02910353/ILSVRC2012_val_00017543_n02910353,1.0,2001,4084,8168,1,0,True,136,16.71902084350586,0.24386048316955566,0.6674497127532959
source,43,n02910353/ILSVRC2012_val_00017543_n02910353,1.0,2002,4084,8168,1,0,True,164,14.48397445678711,0.3283163607120514,0.5618544220924377
residual,43,n02910353/ILSVRC2012_val_00017543_n02910353,1.0,2002,4084,8168,1,0,True,136,14.010198593139648,0.3457905054092407,0.5517441034317017
source,43,n02910353/ILSVRC2012_val_00017543_n02910353,1.0,2003,4084,8168,1,0,True,164,14.651702880859375,0.23396772146224976,0.6044756770133972
residual,43,n02910353/ILSVRC2012_val_00017543_n02910353,1.0,2003,4084,8168,1,0,True,136,13.938445091247559,0.26503974199295044,0.5072195529937744
source,43,n02910353/ILSVRC2012_val_00017543_n02910353,4.0,2001,4084,8168,1,1,True,164,18.820148468017578,0.163636714220047,0.8886198401451111
residual,43,n02910353/ILSVRC2012_val_00017543_n02910353,4.0,2001,4084,8168,1,1,True,136,18.893110275268555,0.1613922119140625,0.8877771496772766
source,43,n02910353/ILSVRC2012_val_00017543_n02910353,4.0,2002,4084,8168,1,1,True,164,18.830093383789062,0.15851092338562012,0.8754894733428955
residual,43,n02910353/ILSVRC2012_val_00017543_n02910353,4.0,2002,4084,8168,1,1,True,136,18.892528533935547,0.15643265843391418,0.8767663240432739
source,43,n02910353/ILSVRC2012_val_00017543_n02910353,4.0,2003,4084,8168,1,1,True,164,18.878662109375,0.1607678234577179,0.8868030309677124
residual,43,n02910353/ILSVRC2012_val_00017543_n02910353,4.0,2003,4084,8168,1,1,True,136,18.93781280517578,0.15874923765659332,0.8828956484794617
source,43,n02910353/ILSVRC2012_val_00017543_n02910353,7.0,2001,4084,8168,1,1,True,164,18.97237777709961,0.15868553519248962,0.8848937749862671
residual,43,n02910353/ILSVRC2012_val_00017543_n02910353,7.0,2001,4084,8168,1,1,True,136,19.03953742980957,0.15680831670761108,0.8814349174499512
source,43,n02910353/ILSVRC2012_val_00017543_n02910353,7.0,2002,4084,8168,1,1,True,164,18.95404624938965,0.15476584434509277,0.878577470779419
residual,43,n02910353/ILSVRC2012_val_00017543_n02910353,7.0,2002,4084,8168,1,1,True,136,19.002887725830078,0.1532287299633026,0.8793407678604126
source,43,n02910353/ILSVRC2012_val_00017543_n02910353,7.0,2003,4084,8168,1,1,True,164,18.995927810668945,0.15681928396224976,0.8778864145278931
residual,43,n02910353/ILSVRC2012_val_00017543_n02910353,7.0,2003,4084,8168,1,1,True,136,19.041358947753906,0.15537478029727936,0.8787477016448975
source,43,n02910353/ILSVRC2012_val_00017543_n02910353,13.0,2001,4084,8168,1,1,True,164,19.185264587402344,0.15293627977371216,0.8799651861190796
residual,43,n02910353/ILSVRC2012_val_00017543_n02910353,13.0,2001,4084,8168,1,1,True,136,19.207809448242188,0.1523193120956421,0.8802508115768433
source,43,n02910353/ILSVRC2012_val_00017543_n02910353,13.0,2002,4084,8168,1,1,True,164,19.114776611328125,0.14978475868701935,0.8820914030075073
residual,43,n02910353/ILSVRC2012_val_00017543_n02910353,13.0,2002,4084,8168,1,1,True,136,19.138525009155273,0.14937548339366913,0.8825727701187134
source,43,n02910353/ILSVRC2012_val_00017543_n02910353,13.0,2003,4084,8168,1,1,True,164,19.14558219909668,0.15180140733718872,0.884426474571228
residual,43,n02910353/ILSVRC2012_val_00017543_n02910353,13.0,2003,4084,8168,1,1,True,136,19.166440963745117,0.15097837150096893,0.8849389553070068
source,43,n02910353/ILSVRC2012_val_00017543_n02910353,19.0,2001,4084,8168,1,1,True,164,19.2437801361084,0.15084955096244812,0.8824581503868103
residual,43,n02910353/ILSVRC2012_val_00017543_n02910353,19.0,2001,4084,8168,1,1,True,136,19.246234893798828,0.15058103203773499,0.8830260634422302
source,43,n02910353/ILSVRC2012_val_00017543_n02910353,19.0,2002,4084,8168,1,1,True,164,19.192317962646484,0.14866234362125397,0.8845831155776978
residual,43,n02910353/ILSVRC2012_val_00017543_n02910353,19.0,2002,4084,8168,1,1,True,136,19.20194435119629,0.14864231646060944,0.884527325630188
source,43,n02910353/ILSVRC2012_val_00017543_n02910353,19.0,2003,4084,8168,1,1,True,164,19.210533142089844,0.14959998428821564,0.8854292631149292
residual,43,n02910353/ILSVRC2012_val_00017543_n02910353,19.0,2003,4084,8168,1,1,True,136,19.21755027770996,0.14946404099464417,0.8856070637702942
source,44,n02951585/ILSVRC2012_val_00008336_n02951585,1.0,2001,4084,8168,1,0,True,125,20.786359786987305,0.31651929020881653,0.6097675561904907
residual,44,n02951585/ILSVRC2012_val_00008336_n02951585,1.0,2001,4084,8168,1,0,True,104,20.259937286376953,0.34594374895095825,0.6464812159538269
source,44,n02951585/ILSVRC2012_val_00008336_n02951585,1.0,2002,4084,8168,1,0,True,125,22.442668914794922,0.21284742653369904,0.717318058013916
residual,44,n02951585/ILSVRC2012_val_00008336_n02951585,1.0,2002,4084,8168,1,0,True,104,21.92459487915039,0.22243347764015198,0.6732008457183838
source,44,n02951585/ILSVRC2012_val_00008336_n02951585,1.0,2003,4084,8168,1,0,False,0,21.509197235107422,0.30748236179351807,0.6164971590042114
residual,44,n02951585/ILSVRC2012_val_00008336_n02951585,1.0,2003,4084,8168,1,0,True,104,21.341402053833008,0.3100554049015045,0.6804400086402893
source,44,n02951585/ILSVRC2012_val_00008336_n02951585,4.0,2001,4084,8168,1,1,True,125,25.340003967285156,0.1355053335428238,0.8567118048667908
residual,44,n02951585/ILSVRC2012_val_00008336_n02951585,4.0,2001,4084,8168,1,1,True,104,25.41345977783203,0.1339595913887024,0.86048424243927
source,44,n02951585/ILSVRC2012_val_00008336_n02951585,4.0,2002,4084,8168,1,1,True,125,25.342161178588867,0.13234993815422058,0.8500059843063354
residual,44,n02951585/ILSVRC2012_val_00008336_n02951585,4.0,2002,4084,8168,1,1,True,104,25.408893585205078,0.1315169334411621,0.8509776592254639
source,44,n02951585/ILSVRC2012_val_00008336_n02951585,4.0,2003,4084,8168,1,1,True,125,25.458587646484375,0.1319071650505066,0.842064619064331
residual,44,n02951585/ILSVRC2012_val_00008336_n02951585,4.0,2003,4084,8168,1,1,True,104,25.530296325683594,0.13081279397010803,0.8427892923355103
source,44,n02951585/ILSVRC2012_val_00008336_n02951585,7.0,2001,4084,8168,1,1,True,125,25.505830764770508,0.13149526715278625,0.86330646276474
residual,44,n02951585/ILSVRC2012_val_00008336_n02951585,7.0,2001,4084,8168,1,1,True,104,25.559364318847656,0.1305030882358551,0.8653209209442139
source,44,n02951585/ILSVRC2012_val_00008336_n02951585,7.0,2002,4084,8168,1,1,True,125,25.496809005737305,0.13022032380104065,0.8533880114555359
residual,44,n02951585/ILSVRC2012_val_00008336_n02951585,7.0,2002,4084,8168,1,1,True,104,25.55039405822754,0.12971431016921997,0.8543691635131836
source,44,n02951585/ILSVRC2012_val_00008336_n02951585,7.0,2003,4084,8168,1,1,True,125,25.6052188873291,0.1295439600944519,0.8456628322601318
residual,44,n02951585/ILSVRC2012_val_00008336_n02951585,7.0,2003,4084,8168,1,1,True,104,25.65229034423828,0.12868323922157288,0.8476015329360962
source,44,n02951585/ILSVRC2012_val_00008336_n02951585,13.0,2001,4084,8168,1,1,True,125,25.694772720336914,0.1286223977804184,0.8654167652130127
residual,44,n02951585/ILSVRC2012_val_00008336_n02951585,13.0,2001,4084,8168,1,1,True,104,25.715805053710938,0.12828268110752106,0.8652125597000122
source,44,n02951585/ILSVRC2012_val_00008336_n02951585,13.0,2002,4084,8168,1,1,True,125,25.688608169555664,0.12823842465877533,0.8530035018920898
residual,44,n02951585/ILSVRC2012_val_00008336_n02951585,13.0,2002,4084,8168,1,1,True,104,25.71044921875,0.1279887855052948,0.8526530861854553
source,44,n02951585/ILSVRC2012_val_00008336_n02951585,13.0,2003,4084,8168,1,1,True,125,25.746105194091797,0.12681452929973602,0.8497509956359863
residual,44,n02951585/ILSVRC2012_val_00008336_n02951585,13.0,2003,4084,8168,1,1,True,104,25.76204490661621,0.12649871408939362,0.8495550155639648
source,44,n02951585/ILSVRC2012_val_00008336_n02951585,19.0,2001,4084,8168,1,1,True,125,25.760009765625,0.12707199156284332,0.8633701801300049
residual,44,n02951585/ILSVRC2012_val_00008336_n02951585,19.0,2001,4084,8168,1,1,True,104,25.76693344116211,0.12689492106437683,0.8627064824104309
source,44,n02951585/ILSVRC2012_val_00008336_n02951585,19.0,2002,4084,8168,1,1,True,125,25.755226135253906,0.12725763022899628,0.854423999786377
residual,44,n02951585/ILSVRC2012_val_00008336_n02951585,19.0,2002,4084,8168,1,1,True,104,25.762706756591797,0.1270427405834198,0.8547523617744446
source,44,n02951585/ILSVRC2012_val_00008336_n02951585,19.0,2003,4084,8168,1,1,True,125,25.783611297607422,0.12595683336257935,0.850534200668335
residual,44,n02951585/ILSVRC2012_val_00008336_n02951585,19.0,2003,4084,8168,1,1,True,104,25.787376403808594,0.1259092390537262,0.8506460189819336
source,45,n02980441/ILSVRC2012_val_00023472_n02980441,1.0,2001,4084,8168,1,0,True,152,20.652379989624023,0.2592046856880188,0.7383862733840942
residual,45,n02980441/ILSVRC2012_val_00023472_n02980441,1.0,2001,4084,8168,1,0,True,120,20.35537338256836,0.27765142917633057,0.7026499509811401
source,45,n02980441/ILSVRC2012_val_00023472_n02980441,1.0,2002,4084,8168,1,0,False,0,15.200326919555664,0.4451413154602051,0.4914674758911133
residual,45,n02980441/ILSVRC2012_val_00023472_n02980441,1.0,2002,4084,8168,1,0,True,120,15.797098159790039,0.4245303273200989,0.4454156756401062
source,45,n02980441/ILSVRC2012_val_00023472_n02980441,1.0,2003,4084,8168,1,0,True,152,21.30620765686035,0.23309865593910217,0.7875028848648071
residual,45,n02980441/ILSVRC2012_val_00023472_n02980441,1.0,2003,4084,8168,1,0,True,120,20.964059829711914,0.24708853662014008,0.7529687881469727
source,45,n02980441/ILSVRC2012_val_00023472_n02980441,4.0,2001,4084,8168,1,1,True,152,22.63876724243164,0.170818030834198,0.8728872537612915
residual,45,n02980441/ILSVRC2012_val_00023472_n02980441,4.0,2001,4084,8168,1,1,True,120,22.729713439941406,0.16829583048820496,0.8787409663200378
source,45,n02980441/ILSVRC2012_val_00023472_n02980441,4.0,2002,4084,8168,1,1,True,152,22.66065216064453,0.1683274209499359,0.8724530935287476
residual,45,n02980441/ILSVRC2012_val_00023472_n02980441,4.0,2002,4084,8168,1,1,True,120,22.743824005126953,0.16581284999847412,0.8789397478103638
source,45,n02980441/ILSVRC2012_val_00023472_n02980441,4.0,2003,4084,8168,1,1,True,152,22.47368621826172,0.16908372938632965,0.8868235349655151
residual,45,n02980441/ILSVRC2012_val_00023472_n02980441,4.0,2003,4084,8168,1,1,True,120,22.583988189697266,0.16700737178325653,0.8916292190551758
source,45,n02980441/ILSVRC2012_val_00023472_n02980441,7.0,2001,4084,8168,1,1,True,152,22.804378509521484,0.16676686704158783,0.8855874538421631
residual,45,n02980441/ILSVRC2012_val_00023472_n02980441,7.0,2001,4084,8168,1,1,True,120,22.872211456298828,0.16567686200141907,0.8936224579811096
source,45,n02980441/ILSVRC2012_val_00023472_n02980441,7.0,2002,4084,8168,1,1,True,152,22.812923431396484,0.16385748982429504,0.885460615158081
residual,45,n02980441/ILSVRC2012_val_00023472_n02980441,7.0,2002,4084,8168,1,1,True,120,22.87562370300293,0.16188693046569824,0.8931544423103333
source,45,n02980441/ILSVRC2012_val_00023472_n02980441,7.0,2003,4084,8168,1,1,True,152,22.679054260253906,0.1649828851222992,0.8955989480018616
residual,45,n02980441/ILSVRC2012_val_00023472_n02980441,7.0,2003,4084,8168,1,1,True,120,22.77187728881836,0.16299137473106384,0.898669958114624
source,45,n02980441/ILSVRC2012_val_00023472_n02980441,13.0,2001,4084,8168,1,1,True,152,22.98841667175293,0.16261258721351624,0.9091118574142456
residual,45,n02980441/ILSVRC2012_val_00023472_n02980441,13.0,2001,4084,8168,1,1,True,120,23.01097869873047,0.16166700422763824,0.9123216271400452
source,45,n02980441/ILSVRC2012_val_00023472_n02980441,13.0,2002,4084,8168,1,1,True,152,22.989879608154297,0.158647358417511,0.9059572815895081
residual,45,n02980441/ILSVRC2012_val_00023472_n02980441,13.0,2002,4084,8168,1,1,True,120,23.011798858642578,0.15817855298519135,0.9092280864715576
source,45,n02980441/ILSVRC2012_val_00023472_n02980441,13.0,2003,4084,8168,1,1,True,152,22.939083099365234,0.1596793532371521,0.9107189774513245
residual,45,n02980441/ILSVRC2012_val_00023472_n02980441,13.0,2003,4084,8168,1,1,True,120,22.971418380737305,0.15943673253059387,0.9140905141830444
source,45,n02980441/ILSVRC2012_val_00023472_n02980441,19.0,2001,4084,8168,1,1,True,152,23.04460906982422,0.16022580862045288,0.9167443513870239
residual,45,n02980441/ILSVRC2012_val_00023472_n02980441,19.0,2001,4084,8168,1,1,True,120,23.05016326904297,0.15990054607391357,0.9171931743621826
source,45,n02980441/ILSVRC2012_val_00023472_n02980441,19.0,2002,4084,8168,1,1,True,152,23.04408836364746,0.1579691767692566,0.9134495258331299
residual,45,n02980441/ILSVRC2012_val_00023472_n02980441,19.0,2002,4084,8168,1,1,True,120,23.049816131591797,0.15799212455749512,0.9144057631492615
source,45,n02980441/ILSVRC2012_val_00023472_n02980441,19.0,2003,4084,8168,1,1,True,152,23.02363395690918,0.15864071249961853,0.9179551005363464
residual,45,n02980441/ILSVRC2012_val_00023472_n02980441,19.0,2003,4084,8168,1,1,True,120,23.033077239990234,0.15834051370620728,0.9183882474899292
source,46,n03028079/ILSVRC2012_val_00031446_n03028079,1.0,2001,4084,8168,1,0,True,158,21.934467315673828,0.23453816771507263,0.7720386385917664
residual,46,n03028079/ILSVRC2012_val_00031446_n03028079,1.0,2001,4084,8168,1,0,True,125,21.439373016357422,0.24913069605827332,0.800527036190033
source,46,n03028079/ILSVRC2012_val_00031446_n03028079,1.0,2002,4084,8168,1,0,True,158,20.692989349365234,0.2723296582698822,0.7509886026382446
residual,46,n03028079/ILSVRC2012_val_00031446_n03028079,1.0,2002,4084,8168,1,0,True,125,19.93678092956543,0.28649958968162537,0.7130687236785889
source,46,n03028079/ILSVRC2012_val_00031446_n03028079,1.0,2003,4084,8168,1,0,True,158,22.093307495117188,0.1932404339313507,0.7684513330459595
residual,46,n03028079/ILSVRC2012_val_00031446_n03028079,1.0,2003,4084,8168,1,0,True,125,21.97545623779297,0.19879969954490662,0.7708421945571899
source,46,n03028079/ILSVRC2012_val_00031446_n03028079,4.0,2001,4084,8168,1,1,True,158,24.015457153320312,0.14459066092967987,0.9026163816452026
residual,46,n03028079/ILSVRC2012_val_00031446_n03028079,4.0,2001,4084,8168,1,1,True,125,24.139202117919922,0.14230549335479736,0.9064000248908997
source,46,n03028079/ILSVRC2012_val_00031446_n03028079,4.0,2002,4084,8168,1,1,True,158,23.74588966369629,0.1432034969329834,0.881698489189148
residual,46,n03028079/ILSVRC2012_val_00031446_n03028079,4.0,2002,4084,8168,1,1,True,125,23.883197784423828,0.14073479175567627,0.8893957138061523
source,46,n03028079/ILSVRC2012_val_00031446_n03028079,4.0,2003,4084,8168,1,1,True,158,23.72683334350586,0.14401741325855255,0.8954949378967285
residual,46,n03028079/ILSVRC2012_val_00031446_n03028079,4.0,2003,4084,8168,1,1,True,125,23.87465476989746,0.14175190031528473,0.9003978967666626
source,46,n03028079/ILSVRC2012_val_00031446_n03028079,7.0,2001,4084,8168,1,1,True,158,24.231822967529297,0.14079615473747253,0.908983588218689
residual,46,n03028079/ILSVRC2012_val_00031446_n03028079,7.0,2001,4084,8168,1,1,True,125,24.315208435058594,0.1385546624660492,0.9107021689414978
source,46,n03028079/ILSVRC2012_val_00031446_n03028079,7.0,2002,4084,8168,1,1,True,158,23.97820472717285,0.13914090394973755,0.893710196018219
residual,46,n03028079/ILSVRC2012_val_00031446_n03028079,7.0,2002,4084,8168,1,1,True,125,24.087522506713867,0.1370653212070465,0.898528516292572
source,46,n03028079/ILSVRC2012_val_00031446_n03028079,7.0,2003,4084,8168,1,1,True,158,23.979419708251953,0.13947981595993042,0.9053072333335876
residual,46,n03028079/ILSVRC2012_val_00031446_n03028079,7.0,2003,4084,8168,1,1,True,125,24.09341049194336,0.13724394142627716,0.9094507694244385
source,46,n03028079/ILSVRC2012_val_00031446_n03028079,13.0,2001,4084,8168,1,1,True,158,24.437545776367188,0.13504469394683838,0.9110652208328247
