method,source_index,image_id,snr_db,seed,N,E,header_ok,body_crc_ok,norm_control_ok,norm_code,psnr_db,lpips_alex,dino_cosine
source,5,n01744401/ILSVRC2012_val_00032663_n01744401,19.0,2001,4084,8168,1,1,True,112,24.090553283691406,0.13104180991649628,0.853481113910675
residual,5,n01744401/ILSVRC2012_val_00032663_n01744401,19.0,2001,4084,8168,1,1,True,87,24.093053817749023,0.13100498914718628,0.854036808013916
source,5,n01744401/ILSVRC2012_val_00032663_n01744401,19.0,2002,4084,8168,1,1,True,112,24.087299346923828,0.13192304968833923,0.85791015625
residual,5,n01744401/ILSVRC2012_val_00032663_n01744401,19.0,2002,4084,8168,1,1,True,87,24.09023666381836,0.13164326548576355,0.8582082986831665
source,5,n01744401/ILSVRC2012_val_00032663_n01744401,19.0,2003,4084,8168,1,1,True,112,24.068424224853516,0.13069112598896027,0.8592565059661865
residual,5,n01744401/ILSVRC2012_val_00032663_n01744401,19.0,2003,4084,8168,1,1,True,87,24.07383155822754,0.13065192103385925,0.8592162132263184
source,6,n01751748/ILSVRC2012_val_00033157_n01751748,1.0,2001,4084,8168,1,0,True,140,21.124296188354492,0.27514100074768066,0.8684608936309814
residual,6,n01751748/ILSVRC2012_val_00033157_n01751748,1.0,2001,4084,8168,1,0,True,113,20.67222785949707,0.29008615016937256,0.8417879343032837
source,6,n01751748/ILSVRC2012_val_00033157_n01751748,1.0,2002,4084,8168,1,0,True,140,20.705341339111328,0.30461427569389343,0.8645565509796143
residual,6,n01751748/ILSVRC2012_val_00033157_n01751748,1.0,2002,4084,8168,1,0,True,113,20.159549713134766,0.33009740710258484,0.8591542840003967
source,6,n01751748/ILSVRC2012_val_00033157_n01751748,1.0,2003,4084,8168,1,0,True,140,21.57949447631836,0.2387193888425827,0.9307980537414551
residual,6,n01751748/ILSVRC2012_val_00033157_n01751748,1.0,2003,4084,8168,1,0,True,113,21.134119033813477,0.2497054636478424,0.9298067092895508
source,6,n01751748/ILSVRC2012_val_00033157_n01751748,4.0,2001,4084,8168,1,1,True,140,23.163814544677734,0.18722303211688995,0.9117740392684937
residual,6,n01751748/ILSVRC2012_val_00033157_n01751748,4.0,2001,4084,8168,1,1,True,113,23.1815128326416,0.1866341084241867,0.9119418859481812
source,6,n01751748/ILSVRC2012_val_00033157_n01751748,4.0,2002,4084,8168,1,1,True,140,23.119583129882812,0.1920265108346939,0.8837500214576721
residual,6,n01751748/ILSVRC2012_val_00033157_n01751748,4.0,2002,4084,8168,1,1,True,113,23.136035919189453,0.1913525015115738,0.8875570297241211
source,6,n01751748/ILSVRC2012_val_00033157_n01751748,4.0,2003,4084,8168,1,1,True,140,23.094051361083984,0.18929283320903778,0.905910313129425
residual,6,n01751748/ILSVRC2012_val_00033157_n01751748,4.0,2003,4084,8168,1,1,True,113,23.114835739135742,0.1890702247619629,0.906796932220459
source,6,n01751748/ILSVRC2012_val_00033157_n01751748,7.0,2001,4084,8168,1,1,True,140,23.195932388305664,0.18554000556468964,0.9122192859649658
residual,6,n01751748/ILSVRC2012_val_00033157_n01751748,7.0,2001,4084,8168,1,1,True,113,23.204002380371094,0.1839837282896042,0.9138076305389404
source,6,n01751748/ILSVRC2012_val_00033157_n01751748,7.0,2002,4084,8168,1,1,True,140,23.152149200439453,0.19057005643844604,0.8910815715789795
residual,6,n01751748/ILSVRC2012_val_00033157_n01751748,7.0,2002,4084,8168,1,1,True,113,23.16419792175293,0.19058628380298615,0.8954358696937561
source,6,n01751748/ILSVRC2012_val_00033157_n01751748,7.0,2003,4084,8168,1,1,True,140,23.135334014892578,0.18947947025299072,0.9075201749801636
residual,6,n01751748/ILSVRC2012_val_00033157_n01751748,7.0,2003,4084,8168,1,1,True,113,23.151599884033203,0.1890067756175995,0.9084463119506836
source,6,n01751748/ILSVRC2012_val_00033157_n01751748,13.0,2001,4084,8168,1,1,True,140,23.21718406677246,0.18519698083400726,0.9176238179206848
residual,6,n01751748/ILSVRC2012_val_00033157_n01751748,13.0,2001,4084,8168,1,1,True,113,23.218021392822266,0.1858629733324051,0.917550265789032
source,6,n01751748/ILSVRC2012_val_00033157_n01751748,13.0,2002,4084,8168,1,1,True,140,23.190412521362305,0.1903761625289917,0.9062576293945312
residual,6,n01751748/ILSVRC2012_val_00033157_n01751748,13.0,2002,4084,8168,1,1,True,113,23.19537353515625,0.1904982328414917,0.9083491563796997
source,6,n01751748/ILSVRC2012_val_00033157_n01751748,13.0,2003,4084,8168,1,1,True,140,23.18913459777832,0.18910066783428192,0.9127554297447205
residual,6,n01751748/ILSVRC2012_val_00033157_n01751748,13.0,2003,4084,8168,1,1,True,113,23.195343017578125,0.18921099603176117,0.9136857986450195
source,6,n01751748/ILSVRC2012_val_00033157_n01751748,19.0,2001,4084,8168,1,1,True,140,23.21711540222168,0.18803350627422333,0.9167752265930176
residual,6,n01751748/ILSVRC2012_val_00033157_n01751748,19.0,2001,4084,8168,1,1,True,113,23.21690559387207,0.18859507143497467,0.9167382717132568
source,6,n01751748/ILSVRC2012_val_00033157_n01751748,19.0,2002,4084,8168,1,1,True,140,23.205110549926758,0.19142310321331024,0.9127360582351685
residual,6,n01751748/ILSVRC2012_val_00033157_n01751748,19.0,2002,4084,8168,1,1,True,113,23.20694923400879,0.19174614548683167,0.9133588075637817
source,6,n01751748/ILSVRC2012_val_00033157_n01751748,19.0,2003,4084,8168,1,1,True,140,23.20562744140625,0.19011978805065155,0.915083110332489
residual,6,n01751748/ILSVRC2012_val_00033157_n01751748,19.0,2003,4084,8168,1,1,True,113,23.20735740661621,0.19031214714050293,0.9153594970703125
source,7,n01775062/ILSVRC2012_val_00036589_n01775062,1.0,2001,4084,8168,1,0,True,189,15.17677116394043,0.26870957016944885,0.7492103576660156
residual,7,n01775062/ILSVRC2012_val_00036589_n01775062,1.0,2001,4084,8168,1,0,True,171,15.00189208984375,0.2844768166542053,0.706474781036377
source,7,n01775062/ILSVRC2012_val_00036589_n01775062,1.0,2002,4084,8168,1,0,True,189,14.777563095092773,0.2868995666503906,0.3213586211204529
residual,7,n01775062/ILSVRC2012_val_00036589_n01775062,1.0,2002,4084,8168,1,0,True,171,14.535265922546387,0.30344972014427185,0.23039071261882782
source,7,n01775062/ILSVRC2012_val_00036589_n01775062,1.0,2003,4084,8168,1,0,True,189,15.064593315124512,0.27173322439193726,0.779979944229126
residual,7,n01775062/ILSVRC2012_val_00036589_n01775062,1.0,2003,4084,8168,1,0,True,171,14.824640274047852,0.2931137681007385,0.794645369052887
source,7,n01775062/ILSVRC2012_val_00036589_n01775062,4.0,2001,4084,8168,1,1,True,189,15.813618659973145,0.23363107442855835,0.8620849847793579
residual,7,n01775062/ILSVRC2012_val_00036589_n01775062,4.0,2001,4084,8168,1,1,True,171,15.839025497436523,0.23394471406936646,0.862194299697876
source,7,n01775062/ILSVRC2012_val_00036589_n01775062,4.0,2002,4084,8168,1,1,True,189,15.762702941894531,0.23287642002105713,0.8463874459266663
residual,7,n01775062/ILSVRC2012_val_00036589_n01775062,4.0,2002,4084,8168,1,1,True,171,15.791224479675293,0.2328641414642334,0.8511843681335449
source,7,n01775062/ILSVRC2012_val_00036589_n01775062,4.0,2003,4084,8168,1,1,True,189,15.8421630859375,0.23274263739585876,0.8214698433876038
residual,7,n01775062/ILSVRC2012_val_00036589_n01775062,4.0,2003,4084,8168,1,1,True,171,15.869617462158203,0.23207013309001923,0.8226194977760315
source,7,n01775062/ILSVRC2012_val_00036589_n01775062,7.0,2001,4084,8168,1,1,True,189,15.886716842651367,0.23101535439491272,0.86185622215271
residual,7,n01775062/ILSVRC2012_val_00036589_n01775062,7.0,2001,4084,8168,1,1,True,171,15.903846740722656,0.23085883259773254,0.8628338575363159
source,7,n01775062/ILSVRC2012_val_00036589_n01775062,7.0,2002,4084,8168,1,1,True,189,15.849862098693848,0.23133361339569092,0.8562579154968262
residual,7,n01775062/ILSVRC2012_val_00036589_n01775062,7.0,2002,4084,8168,1,1,True,171,15.86872673034668,0.2310532033443451,0.859830915927887
source,7,n01775062/ILSVRC2012_val_00036589_n01775062,7.0,2003,4084,8168,1,1,True,189,15.91653060913086,0.22960658371448517,0.8261505961418152
residual,7,n01775062/ILSVRC2012_val_00036589_n01775062,7.0,2003,4084,8168,1,1,True,171,15.933006286621094,0.22884494066238403,0.8279862999916077
source,7,n01775062/ILSVRC2012_val_00036589_n01775062,13.0,2001,4084,8168,1,1,True,189,15.96030044555664,0.22513970732688904,0.8662987351417542
residual,7,n01775062/ILSVRC2012_val_00036589_n01775062,13.0,2001,4084,8168,1,1,True,171,15.964557647705078,0.22452647984027863,0.8664920926094055
source,7,n01775062/ILSVRC2012_val_00036589_n01775062,13.0,2002,4084,8168,1,1,True,189,15.94206714630127,0.22853301465511322,0.8642061352729797
residual,7,n01775062/ILSVRC2012_val_00036589_n01775062,13.0,2002,4084,8168,1,1,True,171,15.948443412780762,0.22856345772743225,0.8644934892654419
source,7,n01775062/ILSVRC2012_val_00036589_n01775062,13.0,2003,4084,8168,1,1,True,189,15.981879234313965,0.22480785846710205,0.8442119359970093
residual,7,n01775062/ILSVRC2012_val_00036589_n01775062,13.0,2003,4084,8168,1,1,True,171,15.984774589538574,0.22467374801635742,0.8461606502532959
source,7,n01775062/ILSVRC2012_val_00036589_n01775062,19.0,2001,4084,8168,1,1,True,189,15.977285385131836,0.22313153743743896,0.8641446232795715
residual,7,n01775062/ILSVRC2012_val_00036589_n01775062,19.0,2001,4084,8168,1,1,True,171,15.977774620056152,0.2231769859790802,0.8635525107383728
source,7,n01775062/ILSVRC2012_val_00036589_n01775062,19.0,2002,4084,8168,1,1,True,189,15.969768524169922,0.22716139256954193,0.8632514476776123
residual,7,n01775062/ILSVRC2012_val_00036589_n01775062,19.0,2002,4084,8168,1,1,True,171,15.971277236938477,0.22701619565486908,0.8629932999610901
source,7,n01775062/ILSVRC2012_val_00036589_n01775062,19.0,2003,4084,8168,1,1,True,189,15.990265846252441,0.2234625667333603,0.8531347513198853
residual,7,n01775062/ILSVRC2012_val_00036589_n01775062,19.0,2003,4084,8168,1,1,True,171,15.989737510681152,0.2235753834247589,0.8539563417434692
source,8,n01843383/ILSVRC2012_val_00005901_n01843383,1.0,2001,4084,8168,1,0,True,207,15.376611709594727,0.22686222195625305,0.8753702640533447
residual,8,n01843383/ILSVRC2012_val_00005901_n01843383,1.0,2001,4084,8168,1,0,True,181,15.083686828613281,0.239061176776886,0.8403371572494507
source,8,n01843383/ILSVRC2012_val_00005901_n01843383,1.0,2002,4084,8168,1,0,True,207,14.395918846130371,0.2672310471534729,0.8969995379447937
residual,8,n01843383/ILSVRC2012_val_00005901_n01843383,1.0,2002,4084,8168,1,0,True,181,14.106344223022461,0.283913791179657,0.8790068626403809
source,8,n01843383/ILSVRC2012_val_00005901_n01843383,1.0,2003,4084,8168,1,0,True,207,12.124682426452637,0.47226113080978394,0.6340630054473877
residual,8,n01843383/ILSVRC2012_val_00005901_n01843383,1.0,2003,4084,8168,1,0,True,181,11.670341491699219,0.5092470049858093,0.6452181339263916
source,8,n01843383/ILSVRC2012_val_00005901_n01843383,4.0,2001,4084,8168,1,1,True,207,16.367116928100586,0.19602537155151367,0.9451273083686829
residual,8,n01843383/ILSVRC2012_val_00005901_n01843383,4.0,2001,4084,8168,1,1,True,181,16.451820373535156,0.1947348564863205,0.9444825053215027
source,8,n01843383/ILSVRC2012_val_00005901_n01843383,4.0,2002,4084,8168,1,1,True,207,16.382686614990234,0.19644472002983093,0.9407626390457153
residual,8,n01843383/ILSVRC2012_val_00005901_n01843383,4.0,2002,4084,8168,1,1,True,181,16.466943740844727,0.19429627060890198,0.9401687383651733
source,8,n01843383/ILSVRC2012_val_00005901_n01843383,4.0,2003,4084,8168,1,1,True,207,16.295516967773438,0.19883310794830322,0.9429435729980469
residual,8,n01843383/ILSVRC2012_val_00005901_n01843383,4.0,2003,4084,8168,1,1,True,181,16.370622634887695,0.19601675868034363,0.9425150156021118
source,8,n01843383/ILSVRC2012_val_00005901_n01843383,7.0,2001,4084,8168,1,1,True,207,16.53108787536621,0.1924951672554016,0.944108247756958
residual,8,n01843383/ILSVRC2012_val_00005901_n01843383,7.0,2001,4084,8168,1,1,True,181,16.586746215820312,0.19083942472934723,0.9437369108200073
source,8,n01843383/ILSVRC2012_val_00005901_n01843383,7.0,2002,4084,8168,1,1,True,207,16.548877716064453,0.1916671246290207,0.9410973191261292
residual,8,n01843383/ILSVRC2012_val_00005901_n01843383,7.0,2002,4084,8168,1,1,True,181,16.60809326171875,0.18977543711662292,0.9419648051261902
source,8,n01843383/ILSVRC2012_val_00005901_n01843383,7.0,2003,4084,8168,1,1,True,207,16.445331573486328,0.19285978376865387,0.943281352519989
residual,8,n01843383/ILSVRC2012_val_00005901_n01843383,7.0,2003,4084,8168,1,1,True,181,16.498762130737305,0.19051361083984375,0.9446370601654053
source,8,n01843383/ILSVRC2012_val_00005901_n01843383,13.0,2001,4084,8168,1,1,True,207,16.699928283691406,0.18680192530155182,0.944693922996521
residual,8,n01843383/ILSVRC2012_val_00005901_n01843383,13.0,2001,4084,8168,1,1,True,181,16.7192440032959,0.1860954910516739,0.945195198059082
source,8,n01843383/ILSVRC2012_val_00005901_n01843383,13.0,2002,4084,8168,1,1,True,207,16.722415924072266,0.18463994562625885,0.9443789720535278
residual,8,n01843383/ILSVRC2012_val_00005901_n01843383,13.0,2002,4084,8168,1,1,True,181,16.740339279174805,0.1839786022901535,0.9447352886199951
source,8,n01843383/ILSVRC2012_val_00005901_n01843383,13.0,2003,4084,8168,1,1,True,207,16.631227493286133,0.18573814630508423,0.946815013885498
residual,8,n01843383/ILSVRC2012_val_00005901_n01843383,13.0,2003,4084,8168,1,1,True,181,16.66348648071289,0.18510986864566803,0.9469082355499268
source,8,n01843383/ILSVRC2012_val_00005901_n01843383,19.0,2001,4084,8168,1,1,True,207,16.754823684692383,0.18439903855323792,0.9462727308273315
residual,8,n01843383/ILSVRC2012_val_00005901_n01843383,19.0,2001,4084,8168,1,1,True,181,16.760217666625977,0.1840284913778305,0.9463423490524292
source,8,n01843383/ILSVRC2012_val_00005901_n01843383,19.0,2002,4084,8168,1,1,True,207,16.76922035217285,0.18302194774150848,0.9456616044044495
residual,8,n01843383/ILSVRC2012_val_00005901_n01843383,19.0,2002,4084,8168,1,1,True,181,16.77279281616211,0.18288278579711914,0.945834219455719
source,8,n01843383/ILSVRC2012_val_00005901_n01843383,19.0,2003,4084,8168,1,1,True,207,16.728254318237305,0.18395140767097473,0.946797788143158
residual,8,n01843383/ILSVRC2012_val_00005901_n01843383,19.0,2003,4084,8168,1,1,True,181,16.739238739013672,0.18373088538646698,0.9467536211013794
source,9,n01860187/ILSVRC2012_val_00021594_n01860187,1.0,2001,4084,8168,1,0,True,176,15.887636184692383,0.23124483227729797,0.8461065292358398
residual,9,n01860187/ILSVRC2012_val_00021594_n01860187,1.0,2001,4084,8168,1,0,True,154,15.440935134887695,0.243001326918602,0.824921727180481
source,9,n01860187/ILSVRC2012_val_00021594_n01860187,1.0,2002,4084,8168,1,0,True,176,16.43636703491211,0.24324947595596313,0.8851488828659058
residual,9,n01860187/ILSVRC2012_val_00021594_n01860187,1.0,2002,4084,8168,1,0,True,154,16.23331642150879,0.2545545995235443,0.8799366354942322
source,9,n01860187/ILSVRC2012_val_00021594_n01860187,1.0,2003,4084,8168,1,0,True,176,16.79115104675293,0.26290833950042725,0.8776964545249939
residual,9,n01860187/ILSVRC2012_val_00021594_n01860187,1.0,2003,4084,8168,1,0,True,154,16.60700035095215,0.279448002576828,0.8730366230010986
source,9,n01860187/ILSVRC2012_val_00021594_n01860187,4.0,2001,4084,8168,1,1,True,176,17.27772331237793,0.18844608962535858,0.9077930450439453
residual,9,n01860187/ILSVRC2012_val_00021594_n01860187,4.0,2001,4084,8168,1,1,True,154,17.351282119750977,0.18780861794948578,0.9097149968147278
source,9,n01860187/ILSVRC2012_val_00021594_n01860187,4.0,2002,4084,8168,1,1,True,176,17.21918296813965,0.18643566966056824,0.913062334060669
residual,9,n01860187/ILSVRC2012_val_00021594_n01860187,4.0,2002,4084,8168,1,1,True,154,17.272663116455078,0.1858147233724594,0.9133455753326416
source,9,n01860187/ILSVRC2012_val_00021594_n01860187,4.0,2003,4084,8168,1,1,True,176,17.32820701599121,0.18865516781806946,0.903406023979187
residual,9,n01860187/ILSVRC2012_val_00021594_n01860187,4.0,2003,4084,8168,1,1,True,154,17.40441131591797,0.18675968050956726,0.9034305810928345
source,9,n01860187/ILSVRC2012_val_00021594_n01860187,7.0,2001,4084,8168,1,1,True,176,17.440568923950195,0.1868559718132019,0.9116196632385254
residual,9,n01860187/ILSVRC2012_val_00021594_n01860187,7.0,2001,4084,8168,1,1,True,154,17.496978759765625,0.1862202137708664,0.9119447469711304
source,9,n01860187/ILSVRC2012_val_00021594_n01860187,7.0,2002,4084,8168,1,1,True,176,17.351381301879883,0.18449410796165466,0.9122303128242493
residual,9,n01860187/ILSVRC2012_val_00021594_n01860187,7.0,2002,4084,8168,1,1,True,154,17.407337188720703,0.1836528778076172,0.911250114440918
source,9,n01860187/ILSVRC2012_val_00021594_n01860187,7.0,2003,4084,8168,1,1,True,176,17.502023696899414,0.1842847764492035,0.9043902158737183
residual,9,n01860187/ILSVRC2012_val_00021594_n01860187,7.0,2003,4084,8168,1,1,True,154,17.562788009643555,0.18254898488521576,0.9041386842727661
source,9,n01860187/ILSVRC2012_val_00021594_n01860187,13.0,2001,4084,8168,1,1,True,176,17.60929298400879,0.18308031558990479,0.9104832410812378
residual,9,n01860187/ILSVRC2012_val_00021594_n01860187,13.0,2001,4084,8168,1,1,True,154,17.622623443603516,0.18246766924858093,0.9101338982582092
source,9,n01860187/ILSVRC2012_val_00021594_n01860187,13.0,2002,4084,8168,1,1,True,176,17.576929092407227,0.18020783364772797,0.9058950543403625
residual,9,n01860187/ILSVRC2012_val_00021594_n01860187,13.0,2002,4084,8168,1,1,True,154,17.60055160522461,0.17984376847743988,0.9049418568611145
source,9,n01860187/ILSVRC2012_val_00021594_n01860187,13.0,2003,4084,8168,1,1,True,176,17.647111892700195,0.18069088459014893,0.9031798243522644
residual,9,n01860187/ILSVRC2012_val_00021594_n01860187,13.0,2003,4084,8168,1,1,True,154,17.65534782409668,0.18055252730846405,0.902649998664856
source,9,n01860187/ILSVRC2012_val_00021594_n01860187,19.0,2001,4084,8168,1,1,True,176,17.654340744018555,0.1814669370651245,0.9083149433135986
residual,9,n01860187/ILSVRC2012_val_00021594_n01860187,19.0,2001,4084,8168,1,1,True,154,17.657665252685547,0.18139013648033142,0.9079062938690186
source,9,n01860187/ILSVRC2012_val_00021594_n01860187,19.0,2002,4084,8168,1,1,True,176,17.64653778076172,0.18000027537345886,0.903412938117981
residual,9,n01860187/ILSVRC2012_val_00021594_n01860187,19.0,2002,4084,8168,1,1,True,154,17.650760650634766,0.1800793558359146,0.9035290479660034
source,9,n01860187/ILSVRC2012_val_00021594_n01860187,19.0,2003,4084,8168,1,1,True,176,17.672183990478516,0.18052014708518982,0.9018584489822388
residual,9,n01860187/ILSVRC2012_val_00021594_n01860187,19.0,2003,4084,8168,1,1,True,154,17.673105239868164,0.18064095079898834,0.9020548462867737
source,10,n01882714/ILSVRC2012_val_00019996_n01882714,1.0,2001,4084,8168,1,0,True,166,16.10818099975586,0.27103134989738464,0.8954914212226868
residual,10,n01882714/ILSVRC2012_val_00019996_n01882714,1.0,2001,4084,8168,1,0,True,135,15.67160701751709,0.29177752137184143,0.888145387172699
source,10,n01882714/ILSVRC2012_val_00019996_n01882714,1.0,2002,4084,8168,1,0,True,166,16.246131896972656,0.2656313180923462,0.903049886226654
residual,10,n01882714/ILSVRC2012_val_00019996_n01882714,1.0,2002,4084,8168,1,0,True,135,15.851722717285156,0.2824445068836212,0.9046891927719116
source,10,n01882714/ILSVRC2012_val_00019996_n01882714,1.0,2003,4084,8168,1,0,True,166,18.06678581237793,0.20053938031196594,0.9480050802230835
residual,10,n01882714/ILSVRC2012_val_00019996_n01882714,1.0,2003,4084,8168,1,0,True,135,17.82777976989746,0.20889948308467865,0.9385660886764526
source,10,n01882714/ILSVRC2012_val_00019996_n01882714,4.0,2001,4084,8168,1,1,True,166,19.170024871826172,0.1469467580318451,0.9561470746994019
residual,10,n01882714/ILSVRC2012_val_00019996_n01882714,4.0,2001,4084,8168,1,1,True,135,19.271507263183594,0.1441398411989212,0.9570639133453369
source,10,n01882714/ILSVRC2012_val_00019996_n01882714,4.0,2002,4084,8168,1,1,True,166,19.198823928833008,0.14662621915340424,0.9531755447387695
residual,10,n01882714/ILSVRC2012_val_00019996_n01882714,4.0,2002,4084,8168,1,1,True,135,19.29470443725586,0.14431919157505035,0.9534269571304321
source,10,n01882714/ILSVRC2012_val_00019996_n01882714,4.0,2003,4084,8168,1,1,True,166,19.22989273071289,0.14445631206035614,0.9616543054580688
