method,protocol,complex_uses,scope,image_index,image_id,psnr_db,ssim,lpips,dino
adjscc_c2,common_paid_information,4096,snr_1,90,n07583066/ILSVRC2012_val_00001378_n07583066,23.285493850708008,0.6574521462122599,0.335657000541687,0.4084174732367198
adjscc_c2,common_paid_information,4096,snr_1,91,n07590611/ILSVRC2012_val_00030972_n07590611,22.646798451741535,0.644964317480723,0.38749032219250995,0.3607410142819087
adjscc_c2,common_paid_information,4096,snr_1,92,n07714990/ILSVRC2012_val_00008416_n07714990,19.79294268290202,0.4466697374979655,0.6336440841356913,0.19619491199652353
adjscc_c2,common_paid_information,4096,snr_1,93,n07716906/ILSVRC2012_val_00011140_n07716906,26.6337153116862,0.8192042112350464,0.22874673207600912,0.5740906596183777
adjscc_c2,common_paid_information,4096,snr_1,94,n07720875/ILSVRC2012_val_00000423_n07720875,25.0335636138916,0.771115223566691,0.25425074497858685,0.6714903314908346
adjscc_c2,common_paid_information,4096,snr_1,95,n07860988/ILSVRC2012_val_00010848_n07860988,22.715545018513996,0.6667871475219727,0.26856062809626263,0.49680327375729877
adjscc_c2,common_paid_information,4096,snr_1,96,n09288635/ILSVRC2012_val_00001270_n09288635,28.253639221191406,0.8253048459688822,0.4319007496039073,0.4885712464650472
adjscc_c2,common_paid_information,4096,snr_1,97,n09468604/ILSVRC2012_val_00030741_n09468604,19.641441345214844,0.38367441296577454,0.7403600414594015,0.06612273057301839
adjscc_c2,common_paid_information,4096,snr_1,98,n11939491/ILSVRC2012_val_00034896_n11939491,22.863109588623047,0.7819215456644694,0.20305135349432626,0.6187815467516581
adjscc_c2,common_paid_information,4096,snr_1,99,n15075141/ILSVRC2012_val_00005846_n15075141,22.58727200826009,0.5041019916534424,0.5578523874282837,0.42034539580345154
adjscc_c2,common_paid_information,4096,snr_4,0,n01440764/ILSVRC2012_val_00003014_n01440764,18.516952514648438,0.5532654921213785,0.3520763913790385,0.3998626073201497
adjscc_c2,common_paid_information,4096,snr_4,1,n01601694/ILSVRC2012_val_00021656_n01601694,24.038742701212566,0.6383543610572815,0.3784384826819102,0.5161068439483643
adjscc_c2,common_paid_information,4096,snr_4,2,n01664065/ILSVRC2012_val_00014316_n01664065,20.435831705729168,0.5002200404802958,0.624513308207194,0.24006248017152151
adjscc_c2,common_paid_information,4096,snr_4,3,n01689811/ILSVRC2012_val_00020598_n01689811,19.670195897420246,0.5408033728599548,0.49070770541826886,0.4380544225374858
adjscc_c2,common_paid_information,4096,snr_4,4,n01735189/ILSVRC2012_val_00006699_n01735189,21.408432642618816,0.5546807646751404,0.4335157672564189,0.30480270584424335
adjscc_c2,common_paid_information,4096,snr_4,5,n01744401/ILSVRC2012_val_00032663_n01744401,26.444612503051758,0.6229415734608968,0.5348319609959921,0.39381252725919086
adjscc_c2,common_paid_information,4096,snr_4,6,n01751748/ILSVRC2012_val_00033157_n01751748,24.8690242767334,0.46452585856119794,0.6753133336702982,0.3944612840811412
adjscc_c2,common_paid_information,4096,snr_4,7,n01775062/ILSVRC2012_val_00036589_n01775062,18.532796223958332,0.4458867808183034,0.6068763534228007,0.43613672256469727
adjscc_c2,common_paid_information,4096,snr_4,8,n01843383/ILSVRC2012_val_00005901_n01843383,19.815144220987957,0.5477000077565511,0.4118611812591553,0.7412391304969788
adjscc_c2,common_paid_information,4096,snr_4,9,n01860187/ILSVRC2012_val_00021594_n01860187,20.086278279622395,0.6468315919240316,0.4124062955379486,0.6132304867108663
