method,source_index,image_id,snr_db,seed,N,E,header_ok,body_crc_ok,norm_control_ok,norm_code,enhancement_energy,psnr_db,lpips_alex,dino_cosine
source,18,n02096177/ILSVRC2012_val_00019083_n02096177,7.0,2002,4084,8168,1,1,True,105,2048.0,22.821090698242188,0.12579147517681122,0.9229300618171692
residual,18,n02096177/ILSVRC2012_val_00019083_n02096177,7.0,2002,4084,8168,1,1,True,102,2048.0,22.841915130615234,0.1253548562526703,0.923505425453186
source,18,n02096177/ILSVRC2012_val_00019083_n02096177,7.0,2003,4084,8168,1,1,True,105,2048.0,22.83953857421875,0.12753158807754517,0.9264864325523376
residual,18,n02096177/ILSVRC2012_val_00019083_n02096177,7.0,2003,4084,8168,1,1,True,102,2048.0,22.860326766967773,0.12713474035263062,0.9271939992904663
source,18,n02096177/ILSVRC2012_val_00019083_n02096177,13.0,2001,4084,8168,1,1,True,105,2048.0,23.007307052612305,0.1232072189450264,0.9282820820808411
residual,18,n02096177/ILSVRC2012_val_00019083_n02096177,13.0,2001,4084,8168,1,1,True,102,2048.0,23.015552520751953,0.12296787649393082,0.9286902546882629
source,18,n02096177/ILSVRC2012_val_00019083_n02096177,13.0,2002,4084,8168,1,1,True,105,2048.0,23.01424217224121,0.12217620015144348,0.9283060431480408
residual,18,n02096177/ILSVRC2012_val_00019083_n02096177,13.0,2002,4084,8168,1,1,True,102,2048.0,23.022605895996094,0.12203098088502884,0.9286816120147705
source,18,n02096177/ILSVRC2012_val_00019083_n02096177,13.0,2003,4084,8168,1,1,True,105,2048.0,23.02283477783203,0.12308475375175476,0.929959774017334
residual,18,n02096177/ILSVRC2012_val_00019083_n02096177,13.0,2003,4084,8168,1,1,True,102,2048.0,23.030803680419922,0.12288668006658554,0.9302628040313721
source,18,n02096177/ILSVRC2012_val_00019083_n02096177,19.0,2001,4084,8168,1,1,True,105,2048.0,23.06722640991211,0.12145848572254181,0.9321229457855225
residual,18,n02096177/ILSVRC2012_val_00019083_n02096177,19.0,2001,4084,8168,1,1,True,102,2048.0,23.071086883544922,0.12134300917387009,0.932408332824707
source,18,n02096177/ILSVRC2012_val_00019083_n02096177,19.0,2002,4084,8168,1,1,True,105,2048.0,23.071908950805664,0.12125001847743988,0.9316263794898987
residual,18,n02096177/ILSVRC2012_val_00019083_n02096177,19.0,2002,4084,8168,1,1,True,102,2048.0,23.075679779052734,0.1211785227060318,0.9318745136260986
source,18,n02096177/ILSVRC2012_val_00019083_n02096177,19.0,2003,4084,8168,1,1,True,105,2048.0,23.074939727783203,0.12151786684989929,0.9320176839828491
residual,18,n02096177/ILSVRC2012_val_00019083_n02096177,19.0,2003,4084,8168,1,1,True,102,2048.0,23.078533172607422,0.1214383915066719,0.932249903678894
source,19,n02098286/ILSVRC2012_val_00038253_n02098286,1.0,2001,4084,8168,1,0,True,99,2047.9998779296875,18.408767700195312,0.18871882557868958,0.8580798506736755
residual,19,n02098286/ILSVRC2012_val_00038253_n02098286,1.0,2001,4084,8168,1,0,True,89,2047.9998779296875,18.078832626342773,0.2026788890361786,0.846954345703125
source,19,n02098286/ILSVRC2012_val_00038253_n02098286,1.0,2002,4084,8168,1,0,True,99,2047.9998779296875,16.993778228759766,0.20282289385795593,0.7928802967071533
residual,19,n02098286/ILSVRC2012_val_00038253_n02098286,1.0,2002,4084,8168,1,0,True,89,2047.9998779296875,16.57042694091797,0.21731775999069214,0.7710767984390259
source,19,n02098286/ILSVRC2012_val_00038253_n02098286,1.0,2003,4084,8168,1,0,True,99,2047.9998779296875,15.655229568481445,0.21030843257904053,0.8277743458747864
residual,19,n02098286/ILSVRC2012_val_00038253_n02098286,1.0,2003,4084,8168,1,0,True,89,2047.9998779296875,15.262221336364746,0.22114017605781555,0.8091461658477783
source,19,n02098286/ILSVRC2012_val_00038253_n02098286,4.0,2001,4084,8168,1,1,True,99,2047.9998779296875,23.60212516784668,0.09560461342334747,0.9427344799041748
residual,19,n02098286/ILSVRC2012_val_00038253_n02098286,4.0,2001,4084,8168,1,1,True,89,2047.9998779296875,23.665355682373047,0.09493245929479599,0.9431357383728027
source,19,n02098286/ILSVRC2012_val_00038253_n02098286,4.0,2002,4084,8168,1,1,True,99,2047.9998779296875,23.675888061523438,0.09709310531616211,0.9492639303207397
residual,19,n02098286/ILSVRC2012_val_00038253_n02098286,4.0,2002,4084,8168,1,1,True,89,2047.9998779296875,23.735130310058594,0.09668882191181183,0.9488509297370911
source,19,n02098286/ILSVRC2012_val_00038253_n02098286,4.0,2003,4084,8168,1,1,True,99,2047.9998779296875,23.577138900756836,0.09838737547397614,0.9460742473602295
residual,19,n02098286/ILSVRC2012_val_00038253_n02098286,4.0,2003,4084,8168,1,1,True,89,2047.9998779296875,23.64556121826172,0.09785190969705582,0.946515679359436
source,19,n02098286/ILSVRC2012_val_00038253_n02098286,7.0,2001,4084,8168,1,1,True,99,2047.9998779296875,23.870718002319336,0.09295614808797836,0.9446148872375488
residual,19,n02098286/ILSVRC2012_val_00038253_n02098286,7.0,2001,4084,8168,1,1,True,89,2047.9998779296875,23.91631317138672,0.09239489585161209,0.9448142051696777
source,19,n02098286/ILSVRC2012_val_00038253_n02098286,7.0,2002,4084,8168,1,1,True,99,2047.9998779296875,23.927810668945312,0.09558393806219101,0.9472370147705078
residual,19,n02098286/ILSVRC2012_val_00038253_n02098286,7.0,2002,4084,8168,1,1,True,89,2047.9998779296875,23.968738555908203,0.09518513083457947,0.9467546939849854
source,19,n02098286/ILSVRC2012_val_00038253_n02098286,7.0,2003,4084,8168,1,1,True,99,2047.9998779296875,23.867088317871094,0.09658988565206528,0.9476386308670044
residual,19,n02098286/ILSVRC2012_val_00038253_n02098286,7.0,2003,4084,8168,1,1,True,89,2047.9998779296875,23.916854858398438,0.09612411260604858,0.9475732445716858
source,19,n02098286/ILSVRC2012_val_00038253_n02098286,13.0,2001,4084,8168,1,1,True,99,2047.9998779296875,24.13896369934082,0.09035105258226395,0.9448038339614868
residual,19,n02098286/ILSVRC2012_val_00038253_n02098286,13.0,2001,4084,8168,1,1,True,89,2047.9998779296875,24.155590057373047,0.09017390012741089,0.9447672367095947
source,19,n02098286/ILSVRC2012_val_00038253_n02098286,13.0,2002,4084,8168,1,1,True,99,2047.9998779296875,24.168697357177734,0.0926385223865509,0.9457162618637085
residual,19,n02098286/ILSVRC2012_val_00038253_n02098286,13.0,2002,4084,8168,1,1,True,89,2047.9998779296875,24.183195114135742,0.09240033477544785,0.9456337690353394
source,19,n02098286/ILSVRC2012_val_00038253_n02098286,13.0,2003,4084,8168,1,1,True,99,2047.9998779296875,24.15195655822754,0.09324564784765244,0.9459137916564941
residual,19,n02098286/ILSVRC2012_val_00038253_n02098286,13.0,2003,4084,8168,1,1,True,89,2047.9998779296875,24.168556213378906,0.09287504851818085,0.945704460144043
source,19,n02098286/ILSVRC2012_val_00038253_n02098286,19.0,2001,4084,8168,1,1,True,99,2047.9998779296875,24.219364166259766,0.0901181548833847,0.9450386166572571
residual,19,n02098286/ILSVRC2012_val_00038253_n02098286,19.0,2001,4084,8168,1,1,True,89,2047.9998779296875,24.22581672668457,0.09011256694793701,0.945044994354248
source,19,n02098286/ILSVRC2012_val_00038253_n02098286,19.0,2002,4084,8168,1,1,True,99,2047.9998779296875,24.235361099243164,0.09124910831451416,0.9453589916229248
residual,19,n02098286/ILSVRC2012_val_00038253_n02098286,19.0,2002,4084,8168,1,1,True,89,2047.9998779296875,24.2406063079834,0.09111418575048447,0.9453405737876892
source,19,n02098286/ILSVRC2012_val_00038253_n02098286,19.0,2003,4084,8168,1,1,True,99,2047.9998779296875,24.228404998779297,0.09108346700668335,0.9452444911003113
residual,19,n02098286/ILSVRC2012_val_00038253_n02098286,19.0,2003,4084,8168,1,1,True,89,2047.9998779296875,24.234329223632812,0.09094706922769547,0.9451987743377686
source,20,n02102480/ILSVRC2012_val_00010261_n02102480,1.0,2001,4084,8168,1,0,True,78,2048.000244140625,19.842182159423828,0.15147528052330017,0.8364090919494629
residual,20,n02102480/ILSVRC2012_val_00010261_n02102480,1.0,2001,4084,8168,1,0,True,82,2048.000244140625,19.45212745666504,0.16348552703857422,0.8098858594894409
source,20,n02102480/ILSVRC2012_val_00010261_n02102480,1.0,2002,4084,8168,1,0,True,78,2048.000244140625,21.264755249023438,0.11479710042476654,0.8986037373542786
residual,20,n02102480/ILSVRC2012_val_00010261_n02102480,1.0,2002,4084,8168,1,0,True,82,2048.000244140625,20.952369689941406,0.11992663145065308,0.8903827667236328
source,20,n02102480/ILSVRC2012_val_00010261_n02102480,1.0,2003,4084,8168,1,0,True,78,2048.000244140625,19.132553100585938,0.11805940419435501,0.8846011161804199
residual,20,n02102480/ILSVRC2012_val_00010261_n02102480,1.0,2003,4084,8168,1,0,True,82,2048.000244140625,18.752004623413086,0.13122300803661346,0.8746916055679321
source,20,n02102480/ILSVRC2012_val_00010261_n02102480,4.0,2001,4084,8168,1,1,True,78,2048.000244140625,25.160236358642578,0.06745326519012451,0.9356346130371094
residual,20,n02102480/ILSVRC2012_val_00010261_n02102480,4.0,2001,4084,8168,1,1,True,82,2048.000244140625,25.180561065673828,0.06732655316591263,0.9358584880828857
source,20,n02102480/ILSVRC2012_val_00010261_n02102480,4.0,2002,4084,8168,1,1,True,78,2048.000244140625,25.108875274658203,0.06873013824224472,0.9461811184883118
residual,20,n02102480/ILSVRC2012_val_00010261_n02102480,4.0,2002,4084,8168,1,1,True,82,2048.000244140625,25.12696075439453,0.0687665045261383,0.9465560913085938
source,20,n02102480/ILSVRC2012_val_00010261_n02102480,4.0,2003,4084,8168,1,1,True,78,2048.000244140625,25.01601791381836,0.0688944086432457,0.9429870843887329
residual,20,n02102480/ILSVRC2012_val_00010261_n02102480,4.0,2003,4084,8168,1,1,True,82,2048.000244140625,25.02643394470215,0.06885619461536407,0.9426220655441284
source,20,n02102480/ILSVRC2012_val_00010261_n02102480,7.0,2001,4084,8168,1,1,True,78,2048.000244140625,25.378284454345703,0.06537741422653198,0.9393176436424255
residual,20,n02102480/ILSVRC2012_val_00010261_n02102480,7.0,2001,4084,8168,1,1,True,82,2048.000244140625,25.39113998413086,0.06532520800828934,0.939473032951355
source,20,n02102480/ILSVRC2012_val_00010261_n02102480,7.0,2002,4084,8168,1,1,True,78,2048.000244140625,25.334583282470703,0.06686142086982727,0.9490863084793091
residual,20,n02102480/ILSVRC2012_val_00010261_n02102480,7.0,2002,4084,8168,1,1,True,82,2048.000244140625,25.346460342407227,0.06689173728227615,0.9493865370750427
source,20,n02102480/ILSVRC2012_val_00010261_n02102480,7.0,2003,4084,8168,1,1,True,78,2048.000244140625,25.257204055786133,0.0668141096830368,0.9447193741798401
residual,20,n02102480/ILSVRC2012_val_00010261_n02102480,7.0,2003,4084,8168,1,1,True,82,2048.000244140625,25.263795852661133,0.06684236228466034,0.9446907639503479
source,20,n02102480/ILSVRC2012_val_00010261_n02102480,13.0,2001,4084,8168,1,1,True,78,2048.000244140625,25.60567855834961,0.0635516569018364,0.9452695846557617
residual,20,n02102480/ILSVRC2012_val_00010261_n02102480,13.0,2001,4084,8168,1,1,True,82,2048.000244140625,25.606002807617188,0.06356418877840042,0.9451295137405396
source,20,n02102480/ILSVRC2012_val_00010261_n02102480,13.0,2002,4084,8168,1,1,True,78,2048.000244140625,25.581279754638672,0.06459654867649078,0.9499831199645996
residual,20,n02102480/ILSVRC2012_val_00010261_n02102480,13.0,2002,4084,8168,1,1,True,82,2048.000244140625,25.58095932006836,0.06465527415275574,0.9500260353088379
source,20,n02102480/ILSVRC2012_val_00010261_n02102480,13.0,2003,4084,8168,1,1,True,78,2048.000244140625,25.547954559326172,0.06469312310218811,0.9478393793106079
residual,20,n02102480/ILSVRC2012_val_00010261_n02102480,13.0,2003,4084,8168,1,1,True,82,2048.000244140625,25.54595184326172,0.06475801765918732,0.9477630853652954
source,20,n02102480/ILSVRC2012_val_00010261_n02102480,19.0,2001,4084,8168,1,1,True,78,2048.000244140625,25.67556381225586,0.06310778856277466,0.9482020735740662
residual,20,n02102480/ILSVRC2012_val_00010261_n02102480,19.0,2001,4084,8168,1,1,True,82,2048.000244140625,25.671674728393555,0.06313298642635345,0.9480385780334473
source,20,n02102480/ILSVRC2012_val_00010261_n02102480,19.0,2002,4084,8168,1,1,True,78,2048.000244140625,25.663373947143555,0.06376674026250839,0.9504105448722839
residual,20,n02102480/ILSVRC2012_val_00010261_n02102480,19.0,2002,4084,8168,1,1,True,82,2048.000244140625,25.658960342407227,0.06381119787693024,0.9503234028816223
source,20,n02102480/ILSVRC2012_val_00010261_n02102480,19.0,2003,4084,8168,1,1,True,78,2048.000244140625,25.649221420288086,0.06386047601699829,0.9498469233512878
residual,20,n02102480/ILSVRC2012_val_00010261_n02102480,19.0,2003,4084,8168,1,1,True,82,2048.000244140625,25.644128799438477,0.06390021741390228,0.9497308731079102
source,21,n02105641/ILSVRC2012_val_00018762_n02105641,1.0,2001,4084,8168,1,0,True,134,2047.9998779296875,17.92221450805664,0.21751804649829865,0.9010416269302368
residual,21,n02105641/ILSVRC2012_val_00018762_n02105641,1.0,2001,4084,8168,1,0,True,127,2047.999755859375,17.612688064575195,0.22664158046245575,0.9013688564300537
source,21,n02105641/ILSVRC2012_val_00018762_n02105641,1.0,2002,4084,8168,1,0,True,134,2047.9998779296875,16.47285270690918,0.2673148810863495,0.7024405002593994
residual,21,n02105641/ILSVRC2012_val_00018762_n02105641,1.0,2002,4084,8168,1,0,True,127,2047.999755859375,16.080772399902344,0.2738744616508484,0.7037720680236816
source,21,n02105641/ILSVRC2012_val_00018762_n02105641,1.0,2003,4084,8168,1,0,True,134,2047.9998779296875,16.204374313354492,0.2947242259979248,0.8081767559051514
residual,21,n02105641/ILSVRC2012_val_00018762_n02105641,1.0,2003,4084,8168,1,0,True,127,2047.999755859375,15.84958267211914,0.30889806151390076,0.776262640953064
source,21,n02105641/ILSVRC2012_val_00018762_n02105641,4.0,2001,4084,8168,1,1,True,134,2047.9998779296875,19.216211318969727,0.18906965851783752,0.9146952033042908
residual,21,n02105641/ILSVRC2012_val_00018762_n02105641,4.0,2001,4084,8168,1,1,True,127,2047.999755859375,19.256061553955078,0.18799418210983276,0.9155712723731995
source,21,n02105641/ILSVRC2012_val_00018762_n02105641,4.0,2002,4084,8168,1,1,True,134,2047.9998779296875,19.170917510986328,0.18724560737609863,0.9070656299591064
residual,21,n02105641/ILSVRC2012_val_00018762_n02105641,4.0,2002,4084,8168,1,1,True,127,2047.999755859375,19.2113037109375,0.18639037013053894,0.9077221751213074
source,21,n02105641/ILSVRC2012_val_00018762_n02105641,4.0,2003,4084,8168,1,1,True,134,2047.9998779296875,19.251747131347656,0.18641145527362823,0.9262445569038391
residual,21,n02105641/ILSVRC2012_val_00018762_n02105641,4.0,2003,4084,8168,1,1,True,127,2047.999755859375,19.290966033935547,0.1857926845550537,0.9259083271026611
source,21,n02105641/ILSVRC2012_val_00018762_n02105641,7.0,2001,4084,8168,1,1,True,134,2047.9998779296875,19.424930572509766,0.18329903483390808,0.9207630157470703
residual,21,n02105641/ILSVRC2012_val_00018762_n02105641,7.0,2001,4084,8168,1,1,True,127,2047.999755859375,19.45240020751953,0.18248286843299866,0.9214388132095337
source,21,n02105641/ILSVRC2012_val_00018762_n02105641,7.0,2002,4084,8168,1,1,True,134,2047.9998779296875,19.377487182617188,0.183963805437088,0.910819411277771
residual,21,n02105641/ILSVRC2012_val_00018762_n02105641,7.0,2002,4084,8168,1,1,True,127,2047.999755859375,19.404478073120117,0.18375158309936523,0.9115211963653564
source,21,n02105641/ILSVRC2012_val_00018762_n02105641,7.0,2003,4084,8168,1,1,True,134,2047.9998779296875,19.45067596435547,0.1821337342262268,0.9250414371490479
residual,21,n02105641/ILSVRC2012_val_00018762_n02105641,7.0,2003,4084,8168,1,1,True,127,2047.999755859375,19.476083755493164,0.1817341148853302,0.9247671365737915
source,21,n02105641/ILSVRC2012_val_00018762_n02105641,13.0,2001,4084,8168,1,1,True,134,2047.9998779296875,19.627227783203125,0.1778048723936081,0.9217759370803833
residual,21,n02105641/ILSVRC2012_val_00018762_n02105641,13.0,2001,4084,8168,1,1,True,127,2047.999755859375,19.635459899902344,0.17763862013816833,0.9216020107269287
source,21,n02105641/ILSVRC2012_val_00018762_n02105641,13.0,2002,4084,8168,1,1,True,134,2047.9998779296875,19.592086791992188,0.18049731850624084,0.917316734790802
residual,21,n02105641/ILSVRC2012_val_00018762_n02105641,13.0,2002,4084,8168,1,1,True,127,2047.999755859375,19.60196304321289,0.1804092824459076,0.917630672454834
source,21,n02105641/ILSVRC2012_val_00018762_n02105641,13.0,2003,4084,8168,1,1,True,134,2047.9998779296875,19.635194778442383,0.17750781774520874,0.9205376505851746
residual,21,n02105641/ILSVRC2012_val_00018762_n02105641,13.0,2003,4084,8168,1,1,True,127,2047.999755859375,19.642616271972656,0.1773422360420227,0.9202442169189453
source,21,n02105641/ILSVRC2012_val_00018762_n02105641,19.0,2001,4084,8168,1,1,True,134,2047.9998779296875,19.682830810546875,0.17678764462471008,0.9202554821968079
residual,21,n02105641/ILSVRC2012_val_00018762_n02105641,19.0,2001,4084,8168,1,1,True,127,2047.999755859375,19.684751510620117,0.1768053025007248,0.9202184677124023
source,21,n02105641/ILSVRC2012_val_00018762_n02105641,19.0,2002,4084,8168,1,1,True,134,2047.9998779296875,19.663618087768555,0.1792324185371399,0.9178974628448486
residual,21,n02105641/ILSVRC2012_val_00018762_n02105641,19.0,2002,4084,8168,1,1,True,127,2047.999755859375,19.666522979736328,0.1791192889213562,0.9179465770721436
source,21,n02105641/ILSVRC2012_val_00018762_n02105641,19.0,2003,4084,8168,1,1,True,134,2047.9998779296875,19.685041427612305,0.1773279905319214,0.9180919528007507
residual,21,n02105641/ILSVRC2012_val_00018762_n02105641,19.0,2003,4084,8168,1,1,True,127,2047.999755859375,19.686765670776367,0.17729461193084717,0.9181219339370728
source,22,n02106550/ILSVRC2012_val_00014315_n02106550,1.0,2001,4084,8168,1,0,True,142,2047.999755859375,14.78233814239502,0.29219919443130493,0.6922106742858887
residual,22,n02106550/ILSVRC2012_val_00014315_n02106550,1.0,2001,4084,8168,1,0,True,130,2048.0,14.450641632080078,0.2985343933105469,0.6582863926887512
source,22,n02106550/ILSVRC2012_val_00014315_n02106550,1.0,2002,4084,8168,1,0,True,142,2047.999755859375,14.517057418823242,0.29007387161254883,0.8835501074790955
residual,22,n02106550/ILSVRC2012_val_00014315_n02106550,1.0,2002,4084,8168,1,0,True,130,2048.0,14.080556869506836,0.30398932099342346,0.8537293076515198
source,22,n02106550/ILSVRC2012_val_00014315_n02106550,1.0,2003,4084,8168,1,0,True,142,2047.999755859375,15.140591621398926,0.2598663866519928,0.8950254321098328
residual,22,n02106550/ILSVRC2012_val_00014315_n02106550,1.0,2003,4084,8168,1,0,True,130,2048.0,14.844133377075195,0.2684796154499054,0.8796700239181519
source,22,n02106550/ILSVRC2012_val_00014315_n02106550,4.0,2001,4084,8168,1,1,True,142,2047.999755859375,20.20238494873047,0.12914682924747467,0.9648371934890747
residual,22,n02106550/ILSVRC2012_val_00014315_n02106550,4.0,2001,4084,8168,1,1,True,130,2048.0,20.31363296508789,0.12734529376029968,0.9655331969261169
source,22,n02106550/ILSVRC2012_val_00014315_n02106550,4.0,2002,4084,8168,1,1,True,142,2047.999755859375,20.29916000366211,0.1316210776567459,0.960173487663269
residual,22,n02106550/ILSVRC2012_val_00014315_n02106550,4.0,2002,4084,8168,1,1,True,130,2048.0,20.383148193359375,0.12968739867210388,0.961612343788147
