method,source_index,image_id,snr_db,seed,N,E,header_ok,body_crc_ok,norm_control_ok,norm_code,enhancement_energy,psnr_db,lpips_alex,dino_cosine
source,50,n03372029/ILSVRC2012_val_00034937_n03372029,13.0,2002,4084,8168,1,1,True,134,2048.0,20.377025604248047,0.12486496567726135,0.7680197954177856
residual,50,n03372029/ILSVRC2012_val_00034937_n03372029,13.0,2002,4084,8168,1,1,True,127,2047.999755859375,20.388774871826172,0.12466050684452057,0.7703654766082764
source,50,n03372029/ILSVRC2012_val_00034937_n03372029,13.0,2003,4084,8168,1,1,True,134,2048.0,20.210796356201172,0.1264430284500122,0.8386372923851013
residual,50,n03372029/ILSVRC2012_val_00034937_n03372029,13.0,2003,4084,8168,1,1,True,127,2047.999755859375,20.230466842651367,0.12606564164161682,0.8373394012451172
source,50,n03372029/ILSVRC2012_val_00034937_n03372029,19.0,2001,4084,8168,1,1,True,134,2048.0,20.468673706054688,0.12084783613681793,0.8108997344970703
residual,50,n03372029/ILSVRC2012_val_00034937_n03372029,19.0,2001,4084,8168,1,1,True,127,2047.999755859375,20.47022247314453,0.1208810806274414,0.8117300868034363
source,50,n03372029/ILSVRC2012_val_00034937_n03372029,19.0,2002,4084,8168,1,1,True,134,2048.0,20.468494415283203,0.1232534795999527,0.7855740785598755
residual,50,n03372029/ILSVRC2012_val_00034937_n03372029,19.0,2002,4084,8168,1,1,True,127,2047.999755859375,20.46990394592285,0.12318526208400726,0.7868297100067139
source,50,n03372029/ILSVRC2012_val_00034937_n03372029,19.0,2003,4084,8168,1,1,True,134,2048.0,20.378185272216797,0.12365004420280457,0.8265214562416077
residual,50,n03372029/ILSVRC2012_val_00034937_n03372029,19.0,2003,4084,8168,1,1,True,127,2047.999755859375,20.384410858154297,0.12355484068393707,0.8258806467056274
source,51,n03388549/ILSVRC2012_val_00022928_n03388549,1.0,2001,4084,8168,1,0,True,118,2047.9998779296875,16.421371459960938,0.31325966119766235,0.7100574374198914
residual,51,n03388549/ILSVRC2012_val_00022928_n03388549,1.0,2001,4084,8168,1,0,True,107,2047.9998779296875,16.15450096130371,0.3284429907798767,0.6838570833206177
source,51,n03388549/ILSVRC2012_val_00022928_n03388549,1.0,2002,4084,8168,1,0,True,118,2047.9998779296875,18.240585327148438,0.24268344044685364,0.85801762342453
residual,51,n03388549/ILSVRC2012_val_00022928_n03388549,1.0,2002,4084,8168,1,0,True,107,2047.9998779296875,17.901653289794922,0.25721102952957153,0.8419569730758667
source,51,n03388549/ILSVRC2012_val_00022928_n03388549,1.0,2003,4084,8168,1,0,True,118,2047.9998779296875,17.494483947753906,0.2908465564250946,0.8148287534713745
residual,51,n03388549/ILSVRC2012_val_00022928_n03388549,1.0,2003,4084,8168,1,0,True,107,2047.9998779296875,17.21364402770996,0.303337037563324,0.7521151304244995
source,51,n03388549/ILSVRC2012_val_00022928_n03388549,4.0,2001,4084,8168,1,1,True,118,2047.9998779296875,21.33353042602539,0.16469265520572662,0.9365062713623047
residual,51,n03388549/ILSVRC2012_val_00022928_n03388549,4.0,2001,4084,8168,1,1,True,107,2047.9998779296875,21.386213302612305,0.16299572587013245,0.9374067783355713
source,51,n03388549/ILSVRC2012_val_00022928_n03388549,4.0,2002,4084,8168,1,1,True,118,2047.9998779296875,21.415180206298828,0.16458731889724731,0.9216598272323608
residual,51,n03388549/ILSVRC2012_val_00022928_n03388549,4.0,2002,4084,8168,1,1,True,107,2047.9998779296875,21.457117080688477,0.16341060400009155,0.922041118144989
source,51,n03388549/ILSVRC2012_val_00022928_n03388549,4.0,2003,4084,8168,1,1,True,118,2047.9998779296875,21.427261352539062,0.16130059957504272,0.9233909845352173
residual,51,n03388549/ILSVRC2012_val_00022928_n03388549,4.0,2003,4084,8168,1,1,True,107,2047.9998779296875,21.47148323059082,0.15966099500656128,0.9262425303459167
source,51,n03388549/ILSVRC2012_val_00022928_n03388549,7.0,2001,4084,8168,1,1,True,118,2047.9998779296875,21.53498077392578,0.15830843150615692,0.9405100345611572
residual,51,n03388549/ILSVRC2012_val_00022928_n03388549,7.0,2001,4084,8168,1,1,True,107,2047.9998779296875,21.572566986083984,0.15724590420722961,0.9409908652305603
source,51,n03388549/ILSVRC2012_val_00022928_n03388549,7.0,2002,4084,8168,1,1,True,118,2047.9998779296875,21.586605072021484,0.15966743230819702,0.9254276752471924
residual,51,n03388549/ILSVRC2012_val_00022928_n03388549,7.0,2002,4084,8168,1,1,True,107,2047.9998779296875,21.616621017456055,0.15888527035713196,0.9270719289779663
source,51,n03388549/ILSVRC2012_val_00022928_n03388549,7.0,2003,4084,8168,1,1,True,118,2047.9998779296875,21.60533905029297,0.1548592448234558,0.9330501556396484
residual,51,n03388549/ILSVRC2012_val_00022928_n03388549,7.0,2003,4084,8168,1,1,True,107,2047.9998779296875,21.636598587036133,0.15396304428577423,0.9342997074127197
source,51,n03388549/ILSVRC2012_val_00022928_n03388549,13.0,2001,4084,8168,1,1,True,118,2047.9998779296875,21.74820327758789,0.15274852514266968,0.9434301853179932
residual,51,n03388549/ILSVRC2012_val_00022928_n03388549,13.0,2001,4084,8168,1,1,True,107,2047.9998779296875,21.761260986328125,0.15247339010238647,0.9437558054924011
source,51,n03388549/ILSVRC2012_val_00022928_n03388549,13.0,2002,4084,8168,1,1,True,118,2047.9998779296875,21.764755249023438,0.1537012904882431,0.9363659024238586
residual,51,n03388549/ILSVRC2012_val_00022928_n03388549,13.0,2002,4084,8168,1,1,True,107,2047.9998779296875,21.7751407623291,0.15330371260643005,0.9372823238372803
source,51,n03388549/ILSVRC2012_val_00022928_n03388549,13.0,2003,4084,8168,1,1,True,118,2047.9998779296875,21.78378677368164,0.15078717470169067,0.9410570859909058
residual,51,n03388549/ILSVRC2012_val_00022928_n03388549,13.0,2003,4084,8168,1,1,True,107,2047.9998779296875,21.793472290039062,0.1506829857826233,0.9414634108543396
source,51,n03388549/ILSVRC2012_val_00022928_n03388549,19.0,2001,4084,8168,1,1,True,118,2047.9998779296875,21.816085815429688,0.15104828774929047,0.945095419883728
residual,51,n03388549/ILSVRC2012_val_00022928_n03388549,19.0,2001,4084,8168,1,1,True,107,2047.9998779296875,21.81999969482422,0.15093064308166504,0.9451624155044556
source,51,n03388549/ILSVRC2012_val_00022928_n03388549,19.0,2002,4084,8168,1,1,True,118,2047.9998779296875,21.820669174194336,0.15162646770477295,0.9416341185569763
residual,51,n03388549/ILSVRC2012_val_00022928_n03388549,19.0,2002,4084,8168,1,1,True,107,2047.9998779296875,21.82386016845703,0.15148460865020752,0.9420039653778076
source,51,n03388549/ILSVRC2012_val_00022928_n03388549,19.0,2003,4084,8168,1,1,True,118,2047.9998779296875,21.833581924438477,0.14987429976463318,0.9432530403137207
residual,51,n03388549/ILSVRC2012_val_00022928_n03388549,19.0,2003,4084,8168,1,1,True,107,2047.9998779296875,21.835935592651367,0.14982855319976807,0.943401575088501
source,52,n03424325/ILSVRC2012_val_00006147_n03424325,1.0,2001,4084,8168,1,0,True,125,2048.000244140625,16.744108200073242,0.23361000418663025,0.8997998237609863
residual,52,n03424325/ILSVRC2012_val_00006147_n03424325,1.0,2001,4084,8168,1,0,True,112,2048.0,16.416454315185547,0.2510310709476471,0.87555992603302
source,52,n03424325/ILSVRC2012_val_00006147_n03424325,1.0,2002,4084,8168,1,0,True,125,2048.000244140625,15.833169937133789,0.29619574546813965,0.8966537714004517
residual,52,n03424325/ILSVRC2012_val_00006147_n03424325,1.0,2002,4084,8168,1,0,True,112,2048.0,15.49033260345459,0.31342974305152893,0.9006770849227905
source,52,n03424325/ILSVRC2012_val_00006147_n03424325,1.0,2003,4084,8168,1,0,True,125,2048.000244140625,16.687353134155273,0.22082486748695374,0.9209147691726685
residual,52,n03424325/ILSVRC2012_val_00006147_n03424325,1.0,2003,4084,8168,1,0,True,112,2048.0,16.349960327148438,0.2402004897594452,0.916552722454071
source,52,n03424325/ILSVRC2012_val_00006147_n03424325,4.0,2001,4084,8168,1,1,True,125,2048.000244140625,18.35828971862793,0.14931705594062805,0.9741607308387756
residual,52,n03424325/ILSVRC2012_val_00006147_n03424325,4.0,2001,4084,8168,1,1,True,112,2048.0,18.406871795654297,0.1483258157968521,0.9747917652130127
source,52,n03424325/ILSVRC2012_val_00006147_n03424325,4.0,2002,4084,8168,1,1,True,125,2048.000244140625,18.464155197143555,0.13588494062423706,0.9737967252731323
residual,52,n03424325/ILSVRC2012_val_00006147_n03424325,4.0,2002,4084,8168,1,1,True,112,2048.0,18.50531578063965,0.13565729558467865,0.9745830297470093
source,52,n03424325/ILSVRC2012_val_00006147_n03424325,4.0,2003,4084,8168,1,1,True,125,2048.000244140625,18.372224807739258,0.150551438331604,0.9713150858879089
residual,52,n03424325/ILSVRC2012_val_00006147_n03424325,4.0,2003,4084,8168,1,1,True,112,2048.0,18.420211791992188,0.1495223045349121,0.9720985889434814
source,52,n03424325/ILSVRC2012_val_00006147_n03424325,7.0,2001,4084,8168,1,1,True,125,2048.000244140625,18.554574966430664,0.1454750895500183,0.9768238067626953
residual,52,n03424325/ILSVRC2012_val_00006147_n03424325,7.0,2001,4084,8168,1,1,True,112,2048.0,18.589487075805664,0.1447257101535797,0.9771028757095337
source,52,n03424325/ILSVRC2012_val_00006147_n03424325,7.0,2002,4084,8168,1,1,True,125,2048.000244140625,18.63896942138672,0.13414366543293,0.9765385389328003
residual,52,n03424325/ILSVRC2012_val_00006147_n03424325,7.0,2002,4084,8168,1,1,True,112,2048.0,18.66550636291504,0.13398614525794983,0.9769940972328186
source,52,n03424325/ILSVRC2012_val_00006147_n03424325,7.0,2003,4084,8168,1,1,True,125,2048.000244140625,18.56878089904785,0.1470046043395996,0.9738925695419312
residual,52,n03424325/ILSVRC2012_val_00006147_n03424325,7.0,2003,4084,8168,1,1,True,112,2048.0,18.601797103881836,0.1458156853914261,0.9745240807533264
source,52,n03424325/ILSVRC2012_val_00006147_n03424325,13.0,2001,4084,8168,1,1,True,125,2048.000244140625,18.764373779296875,0.14097024500370026,0.9788515567779541
residual,52,n03424325/ILSVRC2012_val_00006147_n03424325,13.0,2001,4084,8168,1,1,True,112,2048.0,18.77355194091797,0.14081694185733795,0.9789992570877075
source,52,n03424325/ILSVRC2012_val_00006147_n03424325,13.0,2002,4084,8168,1,1,True,125,2048.000244140625,18.809097290039062,0.13463075459003448,0.9790528416633606
residual,52,n03424325/ILSVRC2012_val_00006147_n03424325,13.0,2002,4084,8168,1,1,True,112,2048.0,18.81441307067871,0.13519418239593506,0.9792786836624146
source,52,n03424325/ILSVRC2012_val_00006147_n03424325,13.0,2003,4084,8168,1,1,True,125,2048.000244140625,18.77060317993164,0.14211618900299072,0.9772827625274658
residual,52,n03424325/ILSVRC2012_val_00006147_n03424325,13.0,2003,4084,8168,1,1,True,112,2048.0,18.778884887695312,0.14183369278907776,0.9776203632354736
source,52,n03424325/ILSVRC2012_val_00006147_n03424325,19.0,2001,4084,8168,1,1,True,125,2048.000244140625,18.828819274902344,0.14034563302993774,0.9799954891204834
residual,52,n03424325/ILSVRC2012_val_00006147_n03424325,19.0,2001,4084,8168,1,1,True,112,2048.0,18.829269409179688,0.14034803211688995,0.980086088180542
source,52,n03424325/ILSVRC2012_val_00006147_n03424325,19.0,2002,4084,8168,1,1,True,125,2048.000244140625,18.85403823852539,0.1373969167470932,0.980350136756897
residual,52,n03424325/ILSVRC2012_val_00006147_n03424325,19.0,2002,4084,8168,1,1,True,112,2048.0,18.852108001708984,0.1377183496952057,0.9803980588912964
source,52,n03424325/ILSVRC2012_val_00006147_n03424325,19.0,2003,4084,8168,1,1,True,125,2048.000244140625,18.832380294799805,0.1409485638141632,0.9792259931564331
residual,52,n03424325/ILSVRC2012_val_00006147_n03424325,19.0,2003,4084,8168,1,1,True,112,2048.0,18.83232307434082,0.14086298644542694,0.9793875217437744
source,53,n03447721/ILSVRC2012_val_00006942_n03447721,1.0,2001,4084,8168,1,0,True,161,2047.9998779296875,17.09957504272461,0.2799201011657715,0.672020673751831
residual,53,n03447721/ILSVRC2012_val_00006942_n03447721,1.0,2001,4084,8168,1,0,True,149,2047.999755859375,16.371253967285156,0.3029629588127136,0.6685541272163391
source,53,n03447721/ILSVRC2012_val_00006942_n03447721,1.0,2002,4084,8168,1,0,True,161,2047.9998779296875,15.73112678527832,0.27011561393737793,0.8291962146759033
residual,53,n03447721/ILSVRC2012_val_00006942_n03447721,1.0,2002,4084,8168,1,0,True,149,2047.999755859375,14.92483901977539,0.2889344394207001,0.7806936502456665
source,53,n03447721/ILSVRC2012_val_00006942_n03447721,1.0,2003,4084,8168,1,0,True,161,2047.9998779296875,17.25098419189453,0.24247907102108002,0.757708728313446
residual,53,n03447721/ILSVRC2012_val_00006942_n03447721,1.0,2003,4084,8168,1,0,True,149,2047.999755859375,16.880277633666992,0.2528233528137207,0.7639362812042236
source,53,n03447721/ILSVRC2012_val_00006942_n03447721,4.0,2001,4084,8168,1,1,True,161,2047.9998779296875,19.894588470458984,0.1691168248653412,0.906190037727356
residual,53,n03447721/ILSVRC2012_val_00006942_n03447721,4.0,2001,4084,8168,1,1,True,149,2047.999755859375,19.959152221679688,0.16708652675151825,0.9085805416107178
source,53,n03447721/ILSVRC2012_val_00006942_n03447721,4.0,2002,4084,8168,1,1,True,161,2047.9998779296875,19.76142692565918,0.1679844856262207,0.9007743000984192
residual,53,n03447721/ILSVRC2012_val_00006942_n03447721,4.0,2002,4084,8168,1,1,True,149,2047.999755859375,19.829090118408203,0.16633909940719604,0.9042317867279053
source,53,n03447721/ILSVRC2012_val_00006942_n03447721,4.0,2003,4084,8168,1,1,True,161,2047.9998779296875,19.885953903198242,0.16646254062652588,0.910350501537323
residual,53,n03447721/ILSVRC2012_val_00006942_n03447721,4.0,2003,4084,8168,1,1,True,149,2047.999755859375,19.94188690185547,0.16507188975811005,0.9133774638175964
source,53,n03447721/ILSVRC2012_val_00006942_n03447721,7.0,2001,4084,8168,1,1,True,161,2047.9998779296875,20.10214614868164,0.16184191405773163,0.913114607334137
residual,53,n03447721/ILSVRC2012_val_00006942_n03447721,7.0,2001,4084,8168,1,1,True,149,2047.999755859375,20.145130157470703,0.16063639521598816,0.9153117537498474
source,53,n03447721/ILSVRC2012_val_00006942_n03447721,7.0,2002,4084,8168,1,1,True,161,2047.9998779296875,19.978178024291992,0.16310077905654907,0.9082400798797607
residual,53,n03447721/ILSVRC2012_val_00006942_n03447721,7.0,2002,4084,8168,1,1,True,149,2047.999755859375,20.029260635375977,0.16186730563640594,0.9106838703155518
source,53,n03447721/ILSVRC2012_val_00006942_n03447721,7.0,2003,4084,8168,1,1,True,161,2047.9998779296875,20.066909790039062,0.16067719459533691,0.9200562834739685
residual,53,n03447721/ILSVRC2012_val_00006942_n03447721,7.0,2003,4084,8168,1,1,True,149,2047.999755859375,20.10671615600586,0.1597137451171875,0.9215561747550964
source,53,n03447721/ILSVRC2012_val_00006942_n03447721,13.0,2001,4084,8168,1,1,True,161,2047.9998779296875,20.31216049194336,0.15468671917915344,0.9208558797836304
residual,53,n03447721/ILSVRC2012_val_00006942_n03447721,13.0,2001,4084,8168,1,1,True,149,2047.999755859375,20.32747459411621,0.15428408980369568,0.9217791557312012
source,53,n03447721/ILSVRC2012_val_00006942_n03447721,13.0,2002,4084,8168,1,1,True,161,2047.9998779296875,20.241003036499023,0.15591993927955627,0.9206461906433105
residual,53,n03447721/ILSVRC2012_val_00006942_n03447721,13.0,2002,4084,8168,1,1,True,149,2047.999755859375,20.262479782104492,0.15541251003742218,0.9224351048469543
source,53,n03447721/ILSVRC2012_val_00006942_n03447721,13.0,2003,4084,8168,1,1,True,161,2047.9998779296875,20.272504806518555,0.15568551421165466,0.9234910607337952
residual,53,n03447721/ILSVRC2012_val_00006942_n03447721,13.0,2003,4084,8168,1,1,True,149,2047.999755859375,20.289228439331055,0.15543299913406372,0.9240503311157227
source,53,n03447721/ILSVRC2012_val_00006942_n03447721,19.0,2001,4084,8168,1,1,True,161,2047.9998779296875,20.380313873291016,0.15259778499603271,0.9245378971099854
residual,53,n03447721/ILSVRC2012_val_00006942_n03447721,19.0,2001,4084,8168,1,1,True,149,2047.999755859375,20.384876251220703,0.15260110795497894,0.925127387046814
source,53,n03447721/ILSVRC2012_val_00006942_n03447721,19.0,2002,4084,8168,1,1,True,161,2047.9998779296875,20.344560623168945,0.15318778157234192,0.9264913201332092
residual,53,n03447721/ILSVRC2012_val_00006942_n03447721,19.0,2002,4084,8168,1,1,True,149,2047.999755859375,20.352405548095703,0.1530364751815796,0.9269620776176453
source,53,n03447721/ILSVRC2012_val_00006942_n03447721,19.0,2003,4084,8168,1,1,True,161,2047.9998779296875,20.35595703125,0.15373554825782776,0.9259921908378601
residual,53,n03447721/ILSVRC2012_val_00006942_n03447721,19.0,2003,4084,8168,1,1,True,149,2047.999755859375,20.362157821655273,0.15367892384529114,0.9263936281204224
source,54,n03485794/ILSVRC2012_val_00010782_n03485794,1.0,2001,4084,8168,1,0,True,106,2048.0,15.038091659545898,0.3207944333553314,0.6501273512840271
residual,54,n03485794/ILSVRC2012_val_00010782_n03485794,1.0,2001,4084,8168,1,0,True,99,2048.0,14.8565092086792,0.32982611656188965,0.6408286094665527
source,54,n03485794/ILSVRC2012_val_00010782_n03485794,1.0,2002,4084,8168,1,0,True,106,2048.0,13.270878791809082,0.35735583305358887,0.7230632305145264
residual,54,n03485794/ILSVRC2012_val_00010782_n03485794,1.0,2002,4084,8168,1,0,True,99,2048.0,12.987255096435547,0.36944839358329773,0.6884838938713074
source,54,n03485794/ILSVRC2012_val_00010782_n03485794,1.0,2003,4084,8168,1,0,True,106,2048.0,14.939042091369629,0.24055278301239014,0.6761345267295837
residual,54,n03485794/ILSVRC2012_val_00010782_n03485794,1.0,2003,4084,8168,1,0,True,99,2048.0,14.571250915527344,0.2564069330692291,0.6504659056663513
source,54,n03485794/ILSVRC2012_val_00010782_n03485794,4.0,2001,4084,8168,1,1,True,106,2048.0,23.766271591186523,0.0728803277015686,0.9338558912277222
residual,54,n03485794/ILSVRC2012_val_00010782_n03485794,4.0,2001,4084,8168,1,1,True,99,2048.0,23.835065841674805,0.07241061329841614,0.9356850385665894
source,54,n03485794/ILSVRC2012_val_00010782_n03485794,4.0,2002,4084,8168,1,1,True,106,2048.0,23.97425079345703,0.07588733732700348,0.9489717483520508
residual,54,n03485794/ILSVRC2012_val_00010782_n03485794,4.0,2002,4084,8168,1,1,True,99,2048.0,24.037826538085938,0.07514458894729614,0.948958158493042
source,54,n03485794/ILSVRC2012_val_00010782_n03485794,4.0,2003,4084,8168,1,1,True,106,2048.0,23.860759735107422,0.0753570944070816,0.9327003359794617
residual,54,n03485794/ILSVRC2012_val_00010782_n03485794,4.0,2003,4084,8168,1,1,True,99,2048.0,23.927553176879883,0.0746290385723114,0.9338247776031494
source,54,n03485794/ILSVRC2012_val_00010782_n03485794,7.0,2001,4084,8168,1,1,True,106,2048.0,24.083328247070312,0.07091914117336273,0.9433329105377197
residual,54,n03485794/ILSVRC2012_val_00010782_n03485794,7.0,2001,4084,8168,1,1,True,99,2048.0,24.13449478149414,0.07059730589389801,0.944678544998169
source,54,n03485794/ILSVRC2012_val_00010782_n03485794,7.0,2002,4084,8168,1,1,True,106,2048.0,24.25638198852539,0.07254362106323242,0.9487833976745605
residual,54,n03485794/ILSVRC2012_val_00010782_n03485794,7.0,2002,4084,8168,1,1,True,99,2048.0,24.301042556762695,0.07203398644924164,0.9487359523773193
source,54,n03485794/ILSVRC2012_val_00010782_n03485794,7.0,2003,4084,8168,1,1,True,106,2048.0,24.161340713500977,0.07222729176282883,0.9384738206863403
residual,54,n03485794/ILSVRC2012_val_00010782_n03485794,7.0,2003,4084,8168,1,1,True,99,2048.0,24.208763122558594,0.07175091654062271,0.9391998648643494
source,54,n03485794/ILSVRC2012_val_00010782_n03485794,13.0,2001,4084,8168,1,1,True,106,2048.0,24.413898468017578,0.0689336434006691,0.9503811597824097
residual,54,n03485794/ILSVRC2012_val_00010782_n03485794,13.0,2001,4084,8168,1,1,True,99,2048.0,24.436216354370117,0.06879226118326187,0.9504300355911255
source,54,n03485794/ILSVRC2012_val_00010782_n03485794,13.0,2002,4084,8168,1,1,True,106,2048.0,24.512187957763672,0.06972990930080414,0.9501579999923706
residual,54,n03485794/ILSVRC2012_val_00010782_n03485794,13.0,2002,4084,8168,1,1,True,99,2048.0,24.529197692871094,0.06955438107252121,0.9502391815185547
source,54,n03485794/ILSVRC2012_val_00010782_n03485794,13.0,2003,4084,8168,1,1,True,106,2048.0,24.455699920654297,0.06937523931264877,0.9442512392997742
residual,54,n03485794/ILSVRC2012_val_00010782_n03485794,13.0,2003,4084,8168,1,1,True,99,2048.0,24.475502014160156,0.06921146810054779,0.9444987773895264
source,54,n03485794/ILSVRC2012_val_00010782_n03485794,19.0,2001,4084,8168,1,1,True,106,2048.0,24.519290924072266,0.06840218603610992,0.9509730935096741
residual,54,n03485794/ILSVRC2012_val_00010782_n03485794,19.0,2001,4084,8168,1,1,True,99,2048.0,24.530839920043945,0.06833025068044662,0.950874924659729
source,54,n03485794/ILSVRC2012_val_00010782_n03485794,19.0,2002,4084,8168,1,1,True,106,2048.0,24.57013702392578,0.06900821626186371,0.9507333636283875
residual,54,n03485794/ILSVRC2012_val_00010782_n03485794,19.0,2002,4084,8168,1,1,True,99,2048.0,24.578811645507812,0.06892932951450348,0.9506585001945496
source,54,n03485794/ILSVRC2012_val_00010782_n03485794,19.0,2003,4084,8168,1,1,True,106,2048.0,24.54109001159668,0.0686986967921257,0.9471030831336975
residual,54,n03485794/ILSVRC2012_val_00010782_n03485794,19.0,2003,4084,8168,1,1,True,99,2048.0,24.551362991333008,0.06861299276351929,0.9472129344940186
source,55,n03527444/ILSVRC2012_val_00035251_n03527444,1.0,2001,4084,8168,1,0,False,0,2047.9998779296875,16.052501678466797,0.27461788058280945,0.8343745470046997
residual,55,n03527444/ILSVRC2012_val_00035251_n03527444,1.0,2001,4084,8168,1,0,True,113,2047.9998779296875,16.250059127807617,0.26171642541885376,0.8532589673995972
source,55,n03527444/ILSVRC2012_val_00035251_n03527444,1.0,2002,4084,8168,1,0,True,120,2047.9998779296875,18.23895263671875,0.18522074818611145,0.905371367931366
residual,55,n03527444/ILSVRC2012_val_00035251_n03527444,1.0,2002,4084,8168,1,0,True,113,2047.9998779296875,17.97056007385254,0.204420804977417,0.9072937965393066
source,55,n03527444/ILSVRC2012_val_00035251_n03527444,1.0,2003,4084,8168,1,0,False,0,2047.9998779296875,18.028696060180664,0.2139706015586853,0.8818459510803223
residual,55,n03527444/ILSVRC2012_val_00035251_n03527444,1.0,2003,4084,8168,1,0,True,113,2047.9998779296875,18.497312545776367,0.1979290246963501,0.8659549951553345
source,55,n03527444/ILSVRC2012_val_00035251_n03527444,4.0,2001,4084,8168,1,1,True,120,2047.9998779296875,19.83675193786621,0.14300136268138885,0.9234005212783813
residual,55,n03527444/ILSVRC2012_val_00035251_n03527444,4.0,2001,4084,8168,1,1,True,113,2047.9998779296875,19.880889892578125,0.1418440341949463,0.9248380661010742
source,55,n03527444/ILSVRC2012_val_00035251_n03527444,4.0,2002,4084,8168,1,1,True,120,2047.9998779296875,19.807260513305664,0.13912242650985718,0.9246739149093628
residual,55,n03527444/ILSVRC2012_val_00035251_n03527444,4.0,2002,4084,8168,1,1,True,113,2047.9998779296875,19.851150512695312,0.1376153975725174,0.924768328666687
source,55,n03527444/ILSVRC2012_val_00035251_n03527444,4.0,2003,4084,8168,1,1,True,120,2047.9998779296875,19.675622940063477,0.14879891276359558,0.9125902652740479
residual,55,n03527444/ILSVRC2012_val_00035251_n03527444,4.0,2003,4084,8168,1,1,True,113,2047.9998779296875,19.71413803100586,0.14772075414657593,0.9131072759628296
source,55,n03527444/ILSVRC2012_val_00035251_n03527444,7.0,2001,4084,8168,1,1,True,120,2047.9998779296875,20.084728240966797,0.13550740480422974,0.9273593425750732
residual,55,n03527444/ILSVRC2012_val_00035251_n03527444,7.0,2001,4084,8168,1,1,True,113,2047.9998779296875,20.116107940673828,0.13446281850337982,0.9267247915267944
source,55,n03527444/ILSVRC2012_val_00035251_n03527444,7.0,2002,4084,8168,1,1,True,120,2047.9998779296875,20.011638641357422,0.13282911479473114,0.9270698428153992
residual,55,n03527444/ILSVRC2012_val_00035251_n03527444,7.0,2002,4084,8168,1,1,True,113,2047.9998779296875,20.036346435546875,0.1321689337491989,0.927590548992157
source,55,n03527444/ILSVRC2012_val_00035251_n03527444,7.0,2003,4084,8168,1,1,True,120,2047.9998779296875,19.89396858215332,0.1435508280992508,0.9238834381103516
residual,55,n03527444/ILSVRC2012_val_00035251_n03527444,7.0,2003,4084,8168,1,1,True,113,2047.9998779296875,19.932525634765625,0.14250820875167847,0.926193118095398
source,55,n03527444/ILSVRC2012_val_00035251_n03527444,13.0,2001,4084,8168,1,1,True,120,2047.9998779296875,20.258378982543945,0.13026705384254456,0.932153582572937
residual,55,n03527444/ILSVRC2012_val_00035251_n03527444,13.0,2001,4084,8168,1,1,True,113,2047.9998779296875,20.26405143737793,0.13016559183597565,0.9325718879699707
source,55,n03527444/ILSVRC2012_val_00035251_n03527444,13.0,2002,4084,8168,1,1,True,120,2047.9998779296875,20.20582389831543,0.12856294214725494,0.9335739612579346
residual,55,n03527444/ILSVRC2012_val_00035251_n03527444,13.0,2002,4084,8168,1,1,True,113,2047.9998779296875,20.214616775512695,0.12834432721138,0.933786153793335
source,55,n03527444/ILSVRC2012_val_00035251_n03527444,13.0,2003,4084,8168,1,1,True,120,2047.9998779296875,20.21915626525879,0.13317842781543732,0.9328830242156982
residual,55,n03527444/ILSVRC2012_val_00035251_n03527444,13.0,2003,4084,8168,1,1,True,113,2047.9998779296875,20.227397918701172,0.13272099196910858,0.9331142902374268
source,55,n03527444/ILSVRC2012_val_00035251_n03527444,19.0,2001,4084,8168,1,1,True,120,2047.9998779296875,20.294509887695312,0.1291033774614334,0.9341522455215454
residual,55,n03527444/ILSVRC2012_val_00035251_n03527444,19.0,2001,4084,8168,1,1,True,113,2047.9998779296875,20.295536041259766,0.12901005148887634,0.934151828289032
source,55,n03527444/ILSVRC2012_val_00035251_n03527444,19.0,2002,4084,8168,1,1,True,120,2047.9998779296875,20.266752243041992,0.12734051048755646,0.9348855018615723
residual,55,n03527444/ILSVRC2012_val_00035251_n03527444,19.0,2002,4084,8168,1,1,True,113,2047.9998779296875,20.269126892089844,0.12731271982192993,0.9348847270011902
source,55,n03527444/ILSVRC2012_val_00035251_n03527444,19.0,2003,4084,8168,1,1,True,120,2047.9998779296875,20.27388572692871,0.1298079639673233,0.933204710483551
residual,55,n03527444/ILSVRC2012_val_00035251_n03527444,19.0,2003,4084,8168,1,1,True,113,2047.9998779296875,20.27597427368164,0.12966622412204742,0.9332126379013062
source,56,n03584254/ILSVRC2012_val_00016384_n03584254,1.0,2001,4084,8168,1,0,True,1,2047.999755859375,19.431434631347656,0.15070325136184692,0.8310834169387817
residual,56,n03584254/ILSVRC2012_val_00016384_n03584254,1.0,2001,4084,8168,1,0,True,1,2047.9998779296875,19.222896575927734,0.15389160811901093,0.8333929777145386
source,56,n03584254/ILSVRC2012_val_00016384_n03584254,1.0,2002,4084,8168,1,0,True,1,2047.999755859375,18.574417114257812,0.19123977422714233,0.8992878198623657
residual,56,n03584254/ILSVRC2012_val_00016384_n03584254,1.0,2002,4084,8168,1,0,True,1,2047.9998779296875,18.263839721679688,0.19942927360534668,0.8975108861923218
source,56,n03584254/ILSVRC2012_val_00016384_n03584254,1.0,2003,4084,8168,1,0,True,1,2047.999755859375,25.233867645263672,0.071429044008255,0.9195688962936401
residual,56,n03584254/ILSVRC2012_val_00016384_n03584254,1.0,2003,4084,8168,1,0,True,1,2047.9998779296875,24.60233497619629,0.08016778528690338,0.9143259525299072
