step,method,snr_db,mse,lpips_alex,normalized_latent,utility,U_image,header_failures,body_crc_failures
5000,H6-V,1,0.010083907213159061,0.1594444085409244,0.6358445696830749,0.032386793942190704,0.026028348367816458,0,2816
5000,H6-V,4,0.006862452594388742,0.11155810277722776,0.49124638295670353,0.022930726799648256,0.018018263070378453,0,9
5000,H6-V,7,0.00606617730933552,0.09944001518500348,0.4171594828913609,0.020181773712082456,0.01601017898453089,0,0
5000,H6-V,13,0.005455121735780267,0.08964190191713473,0.35700449056426686,0.0179893569087144,0.01441931208463696,0,0
5000,H6-V,19,0.005303031574187722,0.0867931699603796,0.34050346991916497,0.01738738333224319,0.01398234870758218,0,0
7500,H6-P,1,0.00977858928166097,0.1540198263724645,0.5877702411413193,0.03105827446638917,0.025180572198859105,0,2816
7500,H6-P,4,0.006569053742219694,0.105247449858735,0.46270969713727633,0.02172089578444138,0.017093798911975076,0,9
7500,H6-P,7,0.005768332010591014,0.09295710582161944,0.3929531282285849,0.018993573951534927,0.015064042758041372,0,0
7500,H6-P,13,0.0051554292826816285,0.08280270522118857,0.32966014016916356,0.01673230129131116,0.013435699955405047,0,0
7500,H6-P,19,0.005006329444547495,0.07987346898267667,0.3101398196270069,0.01609507460007444,0.012993676459261527,0,0
7500,H6-V,1,0.009746738560226125,0.15468629971519113,0.6149185869495074,0.03136455455981195,0.025215368815387287,0,2816
7500,H6-V,4,0.0066526437226760516,0.10719204260533055,0.47422387956579526,0.022114086867154888,0.01737184816878289,0,9
7500,H6-V,7,0.005849798780739851,0.09508399984178444,0.40077961936593054,0.01936599504745876,0.015358198935166002,0,0
7500,H6-V,13,0.005236054529668763,0.0851594259875516,0.3400536305879553,0.017152533500144878,0.013751997283504656,0,0
7500,H6-V,19,0.005085977019703326,0.08220082626057168,0.32268818852802117,0.016532941608146452,0.013306059794888522,0,0
10000,H6-P,1,0.009508676011154118,0.15215861733381947,0.582973956455787,0.03055427746086692,0.024724538022031388,0,2816
10000,H6-P,4,0.006452262665523449,0.1042739872119079,0.45649322101970513,0.021444593677607676,0.016879661558584,0,9
10000,H6-P,7,0.005667742465166763,0.09195455048171182,0.3855538306608796,0.018718735918868332,0.014863197684676076,0,0
10000,H6-P,13,0.00504917819002488,0.08149540152711172,0.3189705518955986,0.01638842392976706,0.013198718481464311,0,0
10000,H6-P,19,0.004893175214771569,0.07829518080068132,0.2972426812176903,0.015695120179715256,0.012722693435226877,0,0
10000,H6-V,1,0.009625897113020377,0.1517048410909871,0.60347389904658,0.030831120308178167,0.024796381479284417,0,2816
10000,H6-V,4,0.00656872907319727,0.10522222547481458,0.46423918194572134,0.021733343524082252,0.017090951799647883,0,9
10000,H6-V,7,0.005760498316987651,0.09310044735483826,0.3911968718369802,0.018982511867769062,0.01507054321359222,0,0
10000,H6-V,13,0.0051397729669697585,0.0830713137978067,0.32966078030566376,0.01674351221214359,0.0134469044857348,0,0
10000,H6-V,19,0.004995257188071264,0.08012003540496031,0.3113338392327229,0.016120599197301393,0.01300726086498859,0,0
12500,H6-P,1,0.00951795631047571,0.1515464474434654,0.5790542024175326,0.03046314324780057,0.02467260133335367,0,2816
12500,H6-P,4,0.006451270205453814,0.10366415856530269,0.4533655806730191,0.0213513419230779,0.016817686236075435,0,9
12500,H6-P,7,0.005644060089631239,0.09100862042792142,0.3789212398951252,0.01853413458758344,0.014744922277051955,0,0
12500,H6-P,13,0.005014075487929707,0.08050227572737882,0.3091778834487001,0.01615608197124675,0.013064303208452959,0,0
12500,H6-P,19,0.004869166552254076,0.07774066359736026,0.28828323414300877,0.015526065331107626,0.012643233051678786,0,0
12500,H6-V,1,0.009539134971254195,0.15065058713778853,0.5950526993672053,0.03055472078329573,0.024604193952710678,0,2816
12500,H6-V,4,0.006489975136539821,0.10409267490667601,0.4582664838184913,0.021481907571976384,0.01689924282875533,0,9
12500,H6-V,7,0.005695849552372238,0.09179909644213816,0.38430740232765676,0.018718833314720542,0.014875759371556342,0,0
12500,H6-V,13,0.005087039176219454,0.08159726119724413,0.32108164027829966,0.016457581739717474,0.013246765419297542,0,0
12500,H6-V,19,0.004947402421113414,0.07871566022932529,0.3025469327146808,0.015844437821613003,0.01281896857249861,0,0
15000,H6-P,1,0.009361480830101451,0.15101537356028955,0.5745867237995068,0.03020888554335882,0.024463018448712924,0,2816
15000,H6-P,4,0.006392646051031382,0.10353514044483503,0.44824120642244814,0.021228572242117178,0.01674616026870596,0,9
15000,H6-P,7,0.005601077865983825,0.09090355185667674,0.3741006763180097,0.01843243990155558,0.014691433221722642,0,0
15000,H6-P,13,0.004966163659206359,0.0800157180596143,0.30333629437784354,0.016001098490087316,0.012967735609117275,0,0
15000,H6-P,19,0.004799605286748071,0.07679801748382549,0.280787755428503,0.015287284664421653,0.012479407158059378,0,0
15000,H6-V,1,0.009292652133386581,0.14981232235953212,0.5887333004077275,0.03016121748648584,0.0242738846084103,0,2816
15000,H6-V,4,0.006419280871205653,0.10380538265779614,0.45347172346711156,0.021334536430425943,0.016799819318577647,0,9
15000,H6-V,7,0.005638213847948161,0.09148584920043747,0.3797269768665234,0.018584068605210634,0.0147867989318911,0,0
15000,H6-V,13,0.005025417390880951,0.08108816987586519,0.31541066652039684,0.016288341120583937,0.013134234527514006,0,0
15000,H6-V,19,0.004871833294979297,0.07801576362984876,0.29621234322339296,0.015635533135849984,0.012673409775365144,0,0
17500,H6-P,1,0.009264995232282672,0.14913528983294963,0.5708008871177832,0.029886533234113208,0.024178524476165572,0,2816
17500,H6-P,4,0.006309645827413382,0.10236143673832218,0.44405802084008855,0.02098636979392419,0.016545789677960176,0,9
17500,H6-P,7,0.005519270822910281,0.08982558458608886,0.36884974565853673,0.018190326804683233,0.014501829426037147,0,0
17500,H6-P,13,0.0048860071872768454,0.07904169150007267,0.2961375610455871,0.01575155203300528,0.012790176483802497,0,0
17500,H6-P,19,0.004728945895253371,0.07596934302865217,0.27343213532989225,0.015060201622235278,0.012325880327184374,0,0
17500,H6-V,1,0.009236217037794025,0.14868597708890835,0.5850409210125606,0.029955224123472967,0.024104815009826173,0,2816
17500,H6-V,4,0.0063675195152172815,0.10321549660277864,0.4503366587460041,0.021192435861875615,0.01668906936546167,0,9
17500,H6-V,7,0.005578711516738015,0.09078515607304871,0.3747332112813989,0.018404559306101874,0.014657227277445296,0,0
17500,H6-V,13,0.004964124359015841,0.08031553356163204,0.3085520289142927,0.016081198097594705,0.012995677873492241,0,0
17500,H6-V,19,0.004822674441927423,0.07754027002584189,0.2896236294955015,0.015472937836234147,0.012576701601191113,0,0
20000,H6-P,1,0.009221682431389733,0.1493076244108379,0.5687103720406691,0.029839548785394677,0.02415244516528522,0,2816
20000,H6-P,4,0.006299300128749261,0.10225865842991819,0.44210453346371653,0.020946211364508294,0.016525166139937937,0,9
20000,H6-P,7,0.005520772145944647,0.08965602804472049,0.36668739541123313,0.018153248994844034,0.01448637510902093,0,0
20000,H6-P,13,0.004890775056061102,0.07870426823602368,0.2929580588825047,0.015690782534889876,0.012761202024645172,0,0
20000,H6-P,19,0.004731832289146648,0.07560684182463835,0.2698066377689441,0.014990582929148028,0.012292516606044955,0,0
20000,H6-V,1,0.009213118427568891,0.14856051734959086,0.5794131496548652,0.029863301787214976,0.02406917040857176,0,2816
20000,H6-V,4,0.006297981706331484,0.10269697745827337,0.4462827373445034,0.021030506894302865,0.016567679617398728,0,9
20000,H6-V,7,0.005521400744532002,0.09025559064000845,0.37088913946350416,0.01825585128040984,0.014546959958194444,0,0
20000,H6-V,13,0.004905958021437982,0.07965210564558704,0.30375964726010957,0.01590876516684269,0.012871168753520274,0,0
20000,H6-V,19,0.004760360754822614,0.07682665736787021,0.2845074444984396,0.015288101037188122,0.012443026622990147,0,0
