method,source_index,snr_db,seed_keys,psnr_db,lpips_alex,dino_cosine
residual,43,7.0,"2001,2002,2003",19.028380076090496,0.1551293581724167,0.8796921372413635
residual,43,13.0,"2001,2002,2003",19.17134730021159,0.15089035034179688,0.8826175928115845
residual,43,19.0,"2001,2002,2003",19.222325642903645,0.1495638241370519,0.8843384583791097
residual,44,1.0,"2001,2002,2003",21.17546017964681,0.29281826814015705,0.6666829784711202
residual,44,4.0,"2001,2002,2003",25.4515380859375,0.1320850650469462,0.8513797322909037
residual,44,7.0,"2001,2002,2003",25.58780797322591,0.1296384185552597,0.855739176273346
residual,44,13.0,"2001,2002,2003",25.72978973388672,0.12759210666020712,0.8558187683423361
residual,44,19.0,"2001,2002,2003",25.772951126098633,0.12660483519236246,0.8560284376144409
residual,45,1.0,"2001,2002,2003",19.039077440897625,0.3164207537968953,0.6337203780810038
residual,45,4.0,"2001,2002,2003",22.686142603556316,0.16703716417153677,0.8831460873285929
residual,45,7.0,"2001,2002,2003",22.83964474995931,0.16352951029936472,0.8951671322186788
residual,45,13.0,"2001,2002,2003",22.998037338256836,0.15977120399475098,0.9119183222452799
residual,45,19.0,"2001,2002,2003",23.04411443074544,0.1587549994389216,0.9166946808497111
residual,46,1.0,"2001,2002,2003",21.117888768513996,0.24478075901667276,0.7614021499951681
residual,46,4.0,"2001,2002,2003",23.966886520385742,0.14155464867750803,0.8988044659296671
residual,46,7.0,"2001,2002,2003",24.1667054494222,0.13756261269251505,0.9063340226809183
residual,46,13.0,"2001,2002,2003",24.368942260742188,0.13390197356541952,0.9117229779561361
residual,46,19.0,"2001,2002,2003",24.432881673177082,0.13276554147402445,0.9146005709966024
residual,47,1.0,"2001,2002,2003",19.098981221516926,0.2164403647184372,0.677568276723226
residual,47,4.0,"2001,2002,2003",21.546504338582356,0.12717055777708688,0.8487307826677958
residual,47,7.0,"2001,2002,2003",21.79652976989746,0.12311577796936035,0.8458726207415262
residual,47,13.0,"2001,2002,2003",22.10524050394694,0.11848210791746776,0.8440223534901937
residual,47,19.0,"2001,2002,2003",22.195810953776043,0.11695523063341777,0.8485523263613383
residual,48,1.0,"2001,2002,2003",14.867145856221518,0.2551042636235555,0.8347728252410889
residual,48,4.0,"2001,2002,2003",19.47454325358073,0.12512548019488653,0.9296186367670695
residual,48,7.0,"2001,2002,2003",19.643931706746418,0.12184919168551762,0.9340785543123881
residual,48,13.0,"2001,2002,2003",19.812498092651367,0.11866545677185059,0.9404568076133728
residual,48,19.0,"2001,2002,2003",19.861621220906574,0.11839735756317775,0.9425163467725118
residual,49,1.0,"2001,2002,2003",18.569515228271484,0.226784219344457,0.7039770285288492
residual,49,4.0,"2001,2002,2003",20.733898798624676,0.1427313188711802,0.8752308885256449
residual,49,7.0,"2001,2002,2003",20.894776662190754,0.14015035331249237,0.879419187704722
residual,49,13.0,"2001,2002,2003",21.059604008992512,0.13748663663864136,0.8785616954167684
residual,49,19.0,"2001,2002,2003",21.111735661824543,0.13618863125642142,0.8786617914835612
residual,50,1.0,"2001,2002,2003",16.795820871988933,0.22512573997179666,0.6925129095713297
residual,50,4.0,"2001,2002,2003",19.313814163208008,0.14390248556931814,0.7775076031684875
residual,50,7.0,"2001,2002,2003",19.560707092285156,0.13896944125493368,0.7812830607096354
residual,50,13.0,"2001,2002,2003",19.817607243855793,0.1340142786502838,0.7697727878888448
residual,50,19.0,"2001,2002,2003",19.887746810913086,0.1325713594754537,0.7665655612945557
residual,51,1.0,"2001,2002,2003",17.052235921223957,0.3053292433420817,0.7638729810714722
residual,51,4.0,"2001,2002,2003",21.443822860717773,0.16956297059853873,0.9298741022745768
residual,51,7.0,"2001,2002,2003",21.6033935546875,0.16514954467614493,0.9346626996994019
residual,51,13.0,"2001,2002,2003",21.767675399780273,0.16164077321688333,0.9391787250836691
residual,51,19.0,"2001,2002,2003",21.81580988566081,0.1611891488234202,0.9406433900197347
residual,52,1.0,"2001,2002,2003",16.060701370239258,0.2736723820368449,0.8905913233757019
residual,52,4.0,"2001,2002,2003",18.41552225748698,0.14405372738838196,0.9636073509852091
residual,52,7.0,"2001,2002,2003",18.589155832926433,0.1419129321972529,0.9643374681472778
residual,52,13.0,"2001,2002,2003",18.757727305094402,0.13978935778141022,0.9643269975980123
residual,52,19.0,"2001,2002,2003",18.802605946858723,0.13891113301118216,0.9642189343770345
residual,53,1.0,"2001,2002,2003",15.77129872639974,0.2882232864697774,0.7066238323847452
residual,53,4.0,"2001,2002,2003",19.500281016031902,0.16523471474647522,0.8845015366872152
residual,53,7.0,"2001,2002,2003",19.62701416015625,0.16191011667251587,0.8882203698158264
residual,53,13.0,"2001,2002,2003",19.724365234375,0.16183960437774658,0.8909472227096558
residual,53,19.0,"2001,2002,2003",19.745563507080078,0.1626825431982676,0.8953065474828085
residual,54,1.0,"2001,2002,2003",13.984747568766275,0.32269516587257385,0.6237929463386536
residual,54,4.0,"2001,2002,2003",23.411069869995117,0.08026787141958873,0.9244607289632162
residual,54,7.0,"2001,2002,2003",23.619417826334637,0.07869386672973633,0.9261469046274821
residual,54,13.0,"2001,2002,2003",23.818812052408855,0.07717358569304149,0.9257376194000244
residual,54,19.0,"2001,2002,2003",23.873735427856445,0.0768378550807635,0.9251533150672913
residual,55,1.0,"2001,2002,2003",17.493865331013996,0.2216199686129888,0.8874404231707255
residual,55,4.0,"2001,2002,2003",19.4275385538737,0.1539138307174047,0.9117314418156942
residual,55,7.0,"2001,2002,2003",19.56299591064453,0.15101533134778342,0.911700169245402
residual,55,13.0,"2001,2002,2003",19.728408813476562,0.14711264769236246,0.9037680427233378
residual,55,19.0,"2001,2002,2003",19.772748311360676,0.1464370141426722,0.8988515535990397
residual,56,1.0,"2001,2002,2003",20.597627639770508,0.14269269506136575,0.8942001660664877
residual,56,4.0,"2001,2002,2003",28.698440551757812,0.017379640291134518,0.9840117692947388
residual,56,7.0,"2001,2002,2003",28.89959462483724,0.016672873869538307,0.9839442571004232
residual,56,13.0,"2001,2002,2003",29.11408042907715,0.015926750997702282,0.9841562310854594
residual,56,19.0,"2001,2002,2003",29.18205960591634,0.015627342586716015,0.9843801657358805
residual,57,1.0,"2001,2002,2003",18.822222391764324,0.21791447202364603,0.6522269149621328
residual,57,4.0,"2001,2002,2003",28.77604866027832,0.03806322440505028,0.9781151612599691
residual,57,7.0,"2001,2002,2003",28.932422002156574,0.0369922270377477,0.9790591597557068
residual,57,13.0,"2001,2002,2003",29.094472885131836,0.035999136666456856,0.9802159269650778
residual,57,19.0,"2001,2002,2003",29.1446050008138,0.03583510716756185,0.9809150695800781
residual,58,1.0,"2001,2002,2003",10.628774960835775,0.42182714740435284,0.31509171426296234
residual,58,4.0,"2001,2002,2003",25.661383946736652,0.03881022706627846,0.9593732953071594
residual,58,7.0,"2001,2002,2003",25.826058705647785,0.038269871224959694,0.9606314102808634
residual,58,13.0,"2001,2002,2003",25.989253362019856,0.03773633887370428,0.962234099706014
residual,58,19.0,"2001,2002,2003",26.030404408772785,0.037485541154940925,0.9628826379776001
residual,59,1.0,"2001,2002,2003",12.641594886779785,0.33524734278519946,0.4520346522331238
residual,59,4.0,"2001,2002,2003",23.41220982869466,0.05597094694773356,0.9184244473775228
residual,59,7.0,"2001,2002,2003",23.647247950236004,0.053673444936672844,0.9241791367530823
residual,59,13.0,"2001,2002,2003",23.913834889729817,0.051010614881912865,0.9299561778704325
residual,59,19.0,"2001,2002,2003",24.004199981689453,0.05010891705751419,0.9312044382095337
residual,60,1.0,"2001,2002,2003",14.24748452504476,0.29358841975529987,0.8389880061149597
residual,60,4.0,"2001,2002,2003",16.173726399739582,0.2025478184223175,0.9107990463574728
residual,60,7.0,"2001,2002,2003",16.354063669840496,0.19818330804506937,0.9184474547704061
residual,60,13.0,"2001,2002,2003",16.5140323638916,0.19433468083540598,0.9204600056012472
residual,60,19.0,"2001,2002,2003",16.558141708374023,0.19309143722057343,0.9213563601175944
residual,61,1.0,"2001,2002,2003",15.222604115804037,0.3989075670639674,0.4930537889401118
residual,61,4.0,"2001,2002,2003",23.20641835530599,0.08562902112801869,0.9278307358423868
