method,source_index,snr_db,seed_keys,psnr_db,lpips_alex,dino_cosine
PCA_residual,47,13.0,"2001,2002,2003",22.1171391805013,0.1198155681292216,0.9093559781710306
PCA_residual,47,19.0,"2001,2002,2003",22.210926691691082,0.11803262680768967,0.9079817334810892
PCA_residual,48,1.0,"2001,2002,2003",15.024059931437174,0.24515186250209808,0.8374396959940592
PCA_residual,48,4.0,"2001,2002,2003",19.924367268880207,0.11644983539978664,0.9413625995318095
PCA_residual,48,7.0,"2001,2002,2003",20.140939076741535,0.11276104797919591,0.9415460626284281
PCA_residual,48,13.0,"2001,2002,2003",20.36175537109375,0.10912882785002391,0.9392580986022949
PCA_residual,48,19.0,"2001,2002,2003",20.432401021321613,0.10811494290828705,0.9387330015500387
PCA_residual,49,1.0,"2001,2002,2003",18.459723154703777,0.225364421804746,0.6706193884213766
PCA_residual,49,4.0,"2001,2002,2003",21.001551310221355,0.13730446000893912,0.8741825024286906
PCA_residual,49,7.0,"2001,2002,2003",21.24616813659668,0.13389386236667633,0.8780215978622437
PCA_residual,49,13.0,"2001,2002,2003",21.462746302286785,0.13049499690532684,0.8830472032229105
PCA_residual,49,19.0,"2001,2002,2003",21.519062042236328,0.12900473674138388,0.8850260376930237
PCA_residual,50,1.0,"2001,2002,2003",16.897583325703938,0.21466767291227976,0.7137791911760966
PCA_residual,50,4.0,"2001,2002,2003",19.70037905375163,0.13687487443288168,0.77377849817276
PCA_residual,50,7.0,"2001,2002,2003",20.01252047220866,0.1303063084681829,0.7873805562655131
PCA_residual,50,13.0,"2001,2002,2003",20.336123784383137,0.12419099360704422,0.8034767111142477
PCA_residual,50,19.0,"2001,2002,2003",20.44151242574056,0.12254039446512859,0.8081468145052592
PCA_residual,51,1.0,"2001,2002,2003",17.089932759602863,0.2963303526242574,0.759309728940328
PCA_residual,51,4.0,"2001,2002,2003",21.438271204630535,0.1620224416255951,0.9285634756088257
PCA_residual,51,7.0,"2001,2002,2003",21.60859553019206,0.15669807295004526,0.9341208338737488
PCA_residual,51,13.0,"2001,2002,2003",21.77662467956543,0.15215336283047995,0.940833846728007
PCA_residual,51,19.0,"2001,2002,2003",21.82659848531087,0.15074793497721353,0.9435226519902548
PCA_residual,52,1.0,"2001,2002,2003",16.08558241526286,0.2682204345862071,0.8975965778032938
PCA_residual,52,4.0,"2001,2002,2003",18.444133122762043,0.14450180530548096,0.9738244613011678
PCA_residual,52,7.0,"2001,2002,2003",18.618930180867512,0.14150918026765189,0.9762070178985596
PCA_residual,52,13.0,"2001,2002,2003",18.788949966430664,0.1392816056807836,0.9786327679951986
PCA_residual,52,19.0,"2001,2002,2003",18.837900161743164,0.13964312275250754,0.9799572229385376
PCA_residual,53,1.0,"2001,2002,2003",16.05879020690918,0.2815735836823781,0.7377280195554098
PCA_residual,53,4.0,"2001,2002,2003",19.910043080647785,0.16616583863894144,0.9087299307187399
PCA_residual,53,7.0,"2001,2002,2003",20.09370231628418,0.1607391486565272,0.9158505996068319
PCA_residual,53,13.0,"2001,2002,2003",20.293060938517254,0.15504319965839386,0.9227548638979594
PCA_residual,53,19.0,"2001,2002,2003",20.366479873657227,0.15310550232728323,0.9261610309282938
PCA_residual,54,1.0,"2001,2002,2003",14.138338406880697,0.31856048107147217,0.6599261363347372
PCA_residual,54,4.0,"2001,2002,2003",23.933481852213543,0.07406141360600789,0.9394893248875936
PCA_residual,54,7.0,"2001,2002,2003",24.21476682027181,0.07146073629458745,0.9442047874132792
PCA_residual,54,13.0,"2001,2002,2003",24.480305353800457,0.06918603678544362,0.9483893314997355
PCA_residual,54,19.0,"2001,2002,2003",24.55367151896159,0.06862419098615646,0.9495821197827657
PCA_residual,55,1.0,"2001,2002,2003",17.572643915812176,0.22135541836420694,0.8755025863647461
PCA_residual,55,4.0,"2001,2002,2003",19.815392812093098,0.14239339530467987,0.9209045569101969
PCA_residual,55,7.0,"2001,2002,2003",20.028326670328777,0.13637998700141907,0.9268361528714498
PCA_residual,55,13.0,"2001,2002,2003",20.235355377197266,0.13041030367215475,0.9331574440002441
PCA_residual,55,19.0,"2001,2002,2003",20.28021240234375,0.1286629984776179,0.9340830643971761
PCA_residual,56,1.0,"2001,2002,2003",20.696357091267902,0.144496222337087,0.8817432721455892
PCA_residual,56,4.0,"2001,2002,2003",28.428918838500977,0.020921600982546806,0.9835749665896097
